Gain [dB],Phase [rad],Amplitude [dBm],Frequency [Hz]
4.005,5.969176046244621,-43.04203796386719,5959400000.0
4.005,6.048178376225073,-43.22822952270508,5959400000.0
4.005,6.126180676712103,-43.422760009765625,5959400000.0
4.005,6.205183006692557,-42.72547149658203,5959400000.0
4.005,6.283185307179586,-43.35165023803711,5959400000.0
4.1167,0.0,-43.15178298950195,5959400000.0
4.1167,0.07900232998045317,-42.99468231201172,5959400000.0
4.1167,0.1570046304674829,-42.7422981262207,5959400000.0
4.1167,0.23600696044793606,-43.4138069152832,5959400000.0
4.1167,0.3140092609349658,-42.83288192749024,5959400000.0
4.1167,0.393011590915419,-43.40665817260742,5959400000.0
4.1167,0.4710138914024486,-43.279083251953125,5959400000.0
4.1167,0.550016221382902,-42.836795806884766,5959400000.0
4.1167,0.6280185218699316,-42.75534057617188,5959400000.0
4.1167,0.7070208518503847,-43.41608428955078,5959400000.0
4.1167,0.7850231523374145,-43.33493041992188,5959400000.0
4.1167,0.8640254823178676,-42.99224472045898,5959400000.0
4.1167,0.9420277828048972,-43.11572647094727,5959400000.0
4.1167,1.0210301127853505,-43.80863952636719,5959400000.0
4.1167,1.100032442765804,-43.1543083190918,5959400000.0
4.1167,1.1780347432528333,-43.0924072265625,5959400000.0
4.1167,1.2570370732332865,-43.40665817260742,5959400000.0
4.1167,1.3350393737203163,-43.55115509033203,5959400000.0
4.1167,1.4140417037007693,-42.98413848876953,5959400000.0
4.1167,1.4920440041877991,-43.45604705810547,5959400000.0
4.1167,1.5710463341682523,-42.89037322998047,5959400000.0
4.1167,1.649048634655282,-43.251426696777344,5959400000.0
4.1167,1.7280509646357352,-42.930294036865234,5959400000.0
4.1167,1.8060532651227648,-42.63035202026367,5959400000.0
4.1167,1.885055595103218,-43.44252014160156,5959400000.0
4.1167,1.963057895590248,-42.7985954284668,5959400000.0
4.1167,2.042060225570701,-42.74843215942383,5959400000.0
4.1167,2.121062555551154,-42.887996673583984,5959400000.0
4.1167,2.199064856038184,-43.20600509643555,5959400000.0
4.1167,2.278067186018637,-43.73868179321289,5959400000.0
4.1167,2.3560694865056666,-43.000370025634766,5959400000.0
4.1167,2.4350718164861203,-43.16696548461914,5959400000.0
4.1167,2.5130741169731494,-42.54165649414063,5959400000.0
4.1167,2.592076446953603,-43.21539306640625,5959400000.0
4.1167,2.6700787474406327,-42.80869674682617,5959400000.0
4.1167,2.749081077421086,-42.90625762939453,5959400000.0
4.1167,2.8270833779081155,-42.82272338867188,5959400000.0
4.1167,2.9060857078885687,-43.2583236694336,5959400000.0
4.1167,2.9850880378690214,-43.3165283203125,5959400000.0
4.1167,3.0630903383560515,-42.7934684753418,5959400000.0
4.1167,3.1420926683365047,-42.67237091064453,5959400000.0
4.1167,3.2200949688235347,-42.285945892333984,5959400000.0
4.1167,3.299097298803987,-43.037933349609375,5959400000.0
4.1167,3.377099599291017,-42.647247314453125,5959400000.0
4.1167,3.4561019292714703,-42.74546051025391,5959400000.0
4.1167,3.5341042297585,-43.311283111572266,5959400000.0
4.1167,3.6131065597389536,-43.04450225830078,5959400000.0
4.1167,3.6911088602259827,-43.11572647094727,5959400000.0
4.1167,3.770111190206436,-42.75149917602539,5959400000.0
4.1167,3.848113490693466,-43.02401351928711,5959400000.0
4.1167,3.927115820673919,-42.96393203735352,5959400000.0
4.1167,4.006118150654372,-43.12575912475586,5959400000.0
4.1167,4.084120451141402,-43.18474197387695,5959400000.0
4.1167,4.163122781121856,-42.72929000854492,5959400000.0
4.1167,4.241125081608884,-43.58528518676758,5959400000.0
4.1167,4.320127411589338,-43.34372329711914,5959400000.0
4.1167,4.398129712076368,-43.46056365966797,5959400000.0
4.1167,4.477132042056821,-42.91501998901367,5959400000.0
4.1167,4.555134342543851,-42.77614212036133,5959400000.0
4.1167,4.634136672524304,-43.00606536865234,5959400000.0
4.1167,4.712138973011333,-43.52064514160156,5959400000.0
4.1167,4.791141302991787,-42.38078689575195,5959400000.0
4.1167,4.8691436034788165,-43.20259475708008,5959400000.0
4.1167,4.94814593345927,-43.114891052246094,5959400000.0
4.1167,5.027148263439723,-42.90546417236328,5959400000.0
4.1167,5.1051505639267525,-43.08162307739258,5959400000.0
4.1167,5.184152893907206,-43.26005172729492,5959400000.0
4.1167,5.262155194394235,-43.23251724243164,5959400000.0
4.1167,5.3411575243746885,-43.046146392822266,5959400000.0
4.1167,5.419159824861718,-43.38261795043945,5959400000.0
4.1167,5.498162154842172,-43.330543518066406,5959400000.0
4.1167,5.576164455329201,-43.0882568359375,5959400000.0
4.1167,5.655166785309655,-43.02565002441406,5959400000.0
4.1167,5.733169085796684,-43.63581848144531,5959400000.0
4.1167,5.812171415777137,-42.98575592041016,5959400000.0
4.1167,5.890173716264167,-42.77459716796875,5959400000.0
4.1167,5.969176046244621,-43.72137069702149,5959400000.0
4.1167,6.048178376225073,-43.27388381958008,5959400000.0
4.1167,6.126180676712103,-43.29381561279297,5959400000.0
4.1167,6.205183006692557,-43.25659942626953,5959400000.0
4.1167,6.283185307179586,-43.21881103515625,5959400000.0
4.2283,0.0,-42.807918548583984,5959400000.0
4.2283,0.07900232998045317,-42.99062347412109,5959400000.0
4.2283,0.1570046304674829,-42.80092239379883,5959400000.0
4.2283,0.23600696044793606,-43.36489486694336,5959400000.0
4.2283,0.3140092609349658,-42.98170852661133,5959400000.0
4.2283,0.393011590915419,-42.95668029785156,5959400000.0
4.2283,0.4710138914024486,-43.06096267700195,5959400000.0
4.2283,0.550016221382902,-42.89116668701172,5959400000.0
4.2283,0.6280185218699316,-42.687477111816406,5959400000.0
4.2283,0.7070208518503847,-42.90625762939453,5959400000.0
4.2283,0.7850231523374145,-42.76226425170898,5959400000.0
4.2283,0.8640254823178676,-43.73194122314453,5959400000.0
4.2283,0.9420277828048972,-43.49687576293945,5959400000.0
4.2283,1.0210301127853505,-42.74459457397461,5959400000.0
4.2283,1.100032442765804,-42.847774505615234,5959400000.0
4.2283,1.1780347432528333,-42.89116668701172,5959400000.0
4.2283,1.2570370732332865,-42.6678466796875,5959400000.0
4.2283,1.3350393737203163,-43.02156066894531,5959400000.0
4.2283,1.4140417037007693,-43.547306060791016,5959400000.0
4.2283,1.4920440041877991,-43.41559600830078,5959400000.0
4.2283,1.5710463341682523,-42.98575592041016,5959400000.0
4.2283,1.649048634655282,-43.34988784790039,5959400000.0
4.2283,1.7280509646357352,-42.61395263671875,5959400000.0
4.2283,1.8060532651227648,-43.17203521728516,5959400000.0
4.2283,1.885055595103218,-43.146732330322266,5959400000.0
4.2283,1.963057895590248,-42.67613983154297,5959400000.0
4.2283,2.042060225570701,-43.0527229309082,5959400000.0
4.2283,2.121062555551154,-42.79704284667969,5959400000.0
4.2283,2.199064856038184,-42.99386978149414,5959400000.0
4.2283,2.278067186018637,-42.766883850097656,5959400000.0
4.2283,2.3560694865056666,-42.89196014404297,5959400000.0
4.2283,2.4350718164861203,-43.40398025512695,5959400000.0
4.2283,2.5130741169731494,-42.72089385986328,5959400000.0
4.2283,2.592076446953603,-42.66483688354492,5959400000.0
4.2283,2.6700787474406327,-43.00687789916992,5959400000.0
4.2283,2.749081077421086,-42.93820571899414,5959400000.0
4.2283,2.8270833779081155,-42.71556091308594,5959400000.0
4.2283,2.9060857078885687,-42.57101821899414,5959400000.0
4.2283,2.9850880378690214,-43.3879508972168,5959400000.0
4.2283,3.0630903383560515,-42.2249870300293,5959400000.0
4.2283,3.1420926683365047,-43.15852355957031,5959400000.0
4.2283,3.2200949688235347,-42.66935348510742,5959400000.0
4.2283,3.299097298803987,-42.55851745605469,5959400000.0
4.2283,3.377099599291017,-43.00118255615234,5959400000.0
4.2283,3.4561019292714703,-42.95989990234375,5959400000.0
4.2283,3.5341042297585,-43.09905624389648,5959400000.0
4.2283,3.6131065597389536,-42.27423858642578,5959400000.0
4.2283,3.6911088602259827,-42.73081970214844,5959400000.0
4.2283,3.770111190206436,-43.29294204711914,5959400000.0
4.2283,3.848113490693466,-43.34724426269531,5959400000.0
4.2283,3.927115820673919,-42.53580856323242,5959400000.0
4.2283,4.006118150654372,-42.98656845092773,5959400000.0
4.2283,4.084120451141402,-43.45514297485352,5959400000.0
4.2283,4.163122781121856,-43.21881103515625,5959400000.0
4.2283,4.241125081608884,-42.83523178100586,5959400000.0
4.2283,4.320127411589338,-42.77923202514648,5959400000.0
4.2283,4.398129712076368,-42.68218231201172,5959400000.0
4.2283,4.477132042056821,-42.89354705810547,5959400000.0
4.2283,4.555134342543851,-42.681427001953125,5959400000.0
4.2283,4.634136672524304,-43.099891662597656,5959400000.0
4.2283,4.712138973011333,-42.96393203735352,5959400000.0
4.2283,4.791141302991787,-42.3956184387207,5959400000.0
4.2283,4.8691436034788165,-43.242820739746094,5959400000.0
4.2283,4.94814593345927,-42.426856994628906,5959400000.0
4.2283,5.027148263439723,-42.64680862426758,5959400000.0
4.2283,5.1051505639267525,-43.05354690551758,5959400000.0
4.2283,5.184152893907206,-42.45401763916016,5959400000.0
4.2283,5.262155194394235,-42.651309967041016,5959400000.0
4.2283,5.3411575243746885,-42.734642028808594,5959400000.0
4.2283,5.419159824861718,-43.20259475708008,5959400000.0
4.2283,5.498162154842172,-42.85091400146485,5959400000.0
4.2283,5.576164455329201,-43.083282470703125,5959400000.0
4.2283,5.655166785309655,-42.81414794921875,5959400000.0
4.2283,5.733169085796684,-42.83993148803711,5959400000.0
4.2283,5.812171415777137,-43.08576965332031,5959400000.0
4.2283,5.890173716264167,-43.32528305053711,5959400000.0
4.2283,5.969176046244621,-43.12659454345703,5959400000.0
4.2283,6.048178376225073,-43.22822952270508,5959400000.0
4.2283,6.126180676712103,-42.333106994628906,5959400000.0
4.2283,6.205183006692557,-42.948638916015625,5959400000.0
4.2283,6.283185307179586,-43.33844757080078,5959400000.0
4.34,0.0,-43.01502990722656,5959400000.0
4.34,0.07900232998045317,-42.92619705200195,5959400000.0
4.34,0.1570046304674829,-43.39952087402344,5959400000.0
4.34,0.23600696044793606,-43.16696548461914,5959400000.0
4.34,0.3140092609349658,-43.33932495117188,5959400000.0
4.34,0.393011590915419,-42.97119522094727,5959400000.0
4.34,0.4710138914024486,-43.36754989624024,5959400000.0
4.34,0.550016221382902,-43.02973937988281,5959400000.0
4.34,0.6280185218699316,-42.77459716796875,5959400000.0
4.34,0.7070208518503847,-43.26005172729492,5959400000.0
4.34,0.7850231523374145,-43.44252014160156,5959400000.0
4.34,0.8640254823178676,-43.24712371826172,5959400000.0
4.34,0.9420277828048972,-42.54458236694336,5959400000.0
4.34,1.0210301127853505,-43.427242279052734,5959400000.0
4.34,1.100032442765804,-42.99711608886719,5959400000.0
4.34,1.1780347432528333,-42.90387344360352,5959400000.0
4.34,1.2570370732332865,-43.49596405029297,5959400000.0
4.34,1.3350393737203163,-42.95668029785156,5959400000.0
4.34,1.4140417037007693,-43.10655212402344,5959400000.0
4.34,1.4920440041877991,-42.79781723022461,5959400000.0
4.34,1.5710463341682523,-42.87296676635742,5959400000.0
4.34,1.649048634655282,-42.82350540161133,5959400000.0
4.34,1.7280509646357352,-42.904666900634766,5959400000.0
4.34,1.8060532651227648,-43.0924072265625,5959400000.0
4.34,1.885055595103218,-42.55341339111328,5959400000.0
4.34,1.963057895590248,-43.033016204833984,5959400000.0
4.34,2.042060225570701,-42.6920166015625,5959400000.0
4.34,2.121062555551154,-43.28342056274414,5959400000.0
4.34,2.199064856038184,-42.72929000854492,5959400000.0
4.34,2.278067186018637,-42.98284149169922,5959400000.0
4.34,2.3560694865056666,-42.96070861816406,5959400000.0
4.34,2.4350718164861203,-43.22908401489258,5959400000.0
4.34,2.5130741169731494,-42.95426559448242,5959400000.0
4.34,2.592076446953603,-42.96957778930664,5959400000.0
4.34,2.6700787474406327,-42.83288192749024,5959400000.0
4.34,2.749081077421086,-42.88166427612305,5959400000.0
4.34,2.8270833779081155,-42.75149917602539,5959400000.0
4.34,2.9060857078885687,-43.4696159362793,5959400000.0
4.34,2.9850880378690214,-43.14925765991211,5959400000.0
4.34,3.0630903383560515,-42.88641357421875,5959400000.0
4.34,3.1420926683365047,-42.62811279296875,5959400000.0
4.34,3.2200949688235347,-42.98737716674805,5959400000.0
4.34,3.299097298803987,-43.102386474609375,5959400000.0
4.34,3.377099599291017,-42.48207473754883,5959400000.0
4.34,3.4561019292714703,-42.76996994018555,5959400000.0
4.34,3.5341042297585,-42.90944290161133,5959400000.0
4.34,3.6131065597389536,-43.1443977355957,5959400000.0
4.34,3.6911088602259827,-42.90387344360352,5959400000.0
4.34,3.770111190206436,-42.48712921142578,5959400000.0
4.34,3.848113490693466,-42.681427001953125,5959400000.0
4.34,3.927115820673919,-42.88008117675781,5959400000.0
4.34,4.006118150654372,-43.324405670166016,5959400000.0
4.34,4.084120451141402,-43.1427116394043,5959400000.0
4.34,4.163122781121856,-43.06426239013672,5959400000.0
4.34,4.241125081608884,-43.096561431884766,5959400000.0
4.34,4.320127411589338,-43.50691604614258,5959400000.0
4.34,4.398129712076368,-42.50958251953125,5959400000.0
4.34,4.477132042056821,-43.01095199584961,5959400000.0
4.34,4.555134342543851,-43.09074783325195,5959400000.0
4.34,4.634136672524304,-43.1098861694336,5959400000.0
4.34,4.712138973011333,-42.552642822265625,5959400000.0
4.34,4.791141302991787,-43.027286529541016,5959400000.0
4.34,4.8691436034788165,-43.1098861694336,5959400000.0
4.34,4.94814593345927,-42.88245391845703,5959400000.0
4.34,5.027148263439723,-42.9398078918457,5959400000.0
4.34,5.1051505639267525,-43.311283111572266,5959400000.0
4.34,5.184152893907206,-42.94639587402344,5959400000.0
4.34,5.262155194394235,-42.60874938964844,5959400000.0
4.34,5.3411575243746885,-43.23337173461914,5959400000.0
4.34,5.419159824861718,-43.096561431884766,5959400000.0
4.34,5.498162154842172,-43.27811813354492,5959400000.0
4.34,5.576164455329201,-42.4026985168457,5959400000.0
4.34,5.655166785309655,-43.17319488525391,5959400000.0
4.34,5.733169085796684,-42.55558013916016,5959400000.0
4.34,5.812171415777137,-43.08742904663086,5959400000.0
4.34,5.890173716264167,-42.696563720703125,5959400000.0
4.34,5.969176046244621,-43.55561447143555,5959400000.0
4.34,6.048178376225073,-42.7916145324707,5959400000.0
4.34,6.126180676712103,-42.69580841064453,5959400000.0
4.34,6.205183006692557,-43.61516189575195,5959400000.0
4.34,6.283185307179586,-43.56857299804688,5959400000.0
4.4517,0.0,-43.44342041015625,5959400000.0
4.4517,0.07900232998045317,-42.7740478515625,5959400000.0
4.4517,0.1570046304674829,-42.89434051513672,5959400000.0
4.4517,0.23600696044793606,-43.04368209838867,5959400000.0
4.4517,0.3140092609349658,-43.25659942626953,5959400000.0
4.4517,0.393011590915419,-42.45832443237305,5959400000.0
4.4517,0.4710138914024486,-42.632591247558594,5959400000.0
4.4517,0.550016221382902,-42.00290298461914,5959400000.0
4.4517,0.6280185218699316,-43.42544937133789,5959400000.0
4.4517,0.7070208518503847,-42.71708297729492,5959400000.0
4.4517,0.7850231523374145,-43.363128662109375,5959400000.0
4.4517,0.8640254823178676,-43.47233200073242,5959400000.0
4.4517,0.9420277828048972,-43.30168533325195,5959400000.0
4.4517,1.0210301127853505,-43.1644287109375,5959400000.0
4.4517,1.100032442765804,-43.07169342041016,5959400000.0
4.4517,1.1780347432528333,-42.61990737915039,5959400000.0
4.4517,1.2570370732332865,-42.75687789916992,5959400000.0
4.4517,1.3350393737203163,-42.75149917602539,5959400000.0
4.4517,1.4140417037007693,-43.29471969604492,5959400000.0
4.4517,1.4920440041877991,-43.16780853271485,5959400000.0
4.4517,1.5710463341682523,-43.42544937133789,5959400000.0
4.4517,1.649048634655282,-42.702632904052734,5959400000.0
4.4517,1.7280509646357352,-42.96174621582031,5959400000.0
4.4517,1.8060532651227648,-43.02156066894531,5959400000.0
4.4517,1.885055595103218,-43.27388381958008,5959400000.0
4.4517,1.963057895590248,-42.43684387207031,5959400000.0
4.4517,2.042060225570701,-42.668601989746094,5959400000.0
4.4517,2.121062555551154,-42.71632385253906,5959400000.0
4.4517,2.199064856038184,-43.01747894287109,5959400000.0
4.4517,2.278067186018637,-42.88155746459961,5959400000.0
4.4517,2.3560694865056666,-43.21417236328125,5959400000.0
4.4517,2.4350718164861203,-43.18813705444336,5959400000.0
4.4517,2.5130741169731494,-42.737701416015625,5959400000.0
4.4517,2.592076446953603,-42.77305221557617,5959400000.0
4.4517,2.6700787474406327,-43.1443977355957,5959400000.0
4.4517,2.749081077421086,-42.85799026489258,5959400000.0
4.4517,2.8270833779081155,-43.42814254760742,5959400000.0
4.4517,2.9060857078885687,-43.62453842163086,5959400000.0
4.4517,2.9850880378690214,-42.95365905761719,5959400000.0
4.4517,3.0630903383560515,-42.989349365234375,5959400000.0
4.4517,3.1420926683365047,-42.3758544921875,5959400000.0
4.4517,3.2200949688235347,-42.92619705200195,5959400000.0
4.4517,3.299097298803987,-43.193634033203125,5959400000.0
4.4517,3.377099599291017,-43.44252014160156,5959400000.0
4.4517,3.4561019292714703,-43.5151481628418,5959400000.0
4.4517,3.5341042297585,-42.83757781982422,5959400000.0
4.4517,3.6131065597389536,-43.16809844970703,5959400000.0
4.4517,3.6911088602259827,-43.44792556762695,5959400000.0
4.4517,3.770111190206436,-43.26350784301758,5959400000.0
4.4517,3.848113490693466,-43.0028076171875,5959400000.0
4.4517,3.927115820673919,-43.002403259277344,5959400000.0
4.4517,4.006118150654372,-43.21197891235352,5959400000.0
4.4517,4.084120451141402,-42.87612915039063,5959400000.0
4.4517,4.163122781121856,-43.54189682006836,5959400000.0
4.4517,4.241125081608884,-43.089088439941406,5959400000.0
4.4517,4.320127411589338,-42.67840576171875,5959400000.0
4.4517,4.398129712076368,-43.02287673950195,5959400000.0
4.4517,4.477132042056821,-43.13749313354492,5959400000.0
4.4517,4.555134342543851,-42.94622802734375,5959400000.0
4.4517,4.634136672524304,-42.94382095336914,5959400000.0
4.4517,4.712138973011333,-43.47414779663086,5959400000.0
4.4517,4.791141302991787,-43.481407165527344,5959400000.0
4.4517,4.8691436034788165,-42.703392028808594,5959400000.0
4.4517,4.94814593345927,-42.908653259277344,5959400000.0
4.4517,5.027148263439723,-42.38008117675781,5959400000.0
4.4517,5.1051505639267525,-43.16020965576172,5959400000.0
4.4517,5.184152893907206,-43.02156066894531,5959400000.0
4.4517,5.262155194394235,-43.18729019165039,5959400000.0
4.4517,5.3411575243746885,-43.28342056274414,5959400000.0
4.4517,5.419159824861718,-42.91980743408203,5959400000.0
4.4517,5.498162154842172,-43.28508758544922,5959400000.0
4.4517,5.576164455329201,-42.84306716918945,5959400000.0
4.4517,5.655166785309655,-43.14001083374024,5959400000.0
4.4517,5.733169085796684,-43.27995300292969,5959400000.0
4.4517,5.812171415777137,-43.118309020996094,5959400000.0
4.4517,5.890173716264167,-43.03849792480469,5959400000.0
4.4517,5.969176046244621,-43.03711318969727,5959400000.0
4.4517,6.048178376225073,-42.64530944824219,5959400000.0
4.4517,6.126180676712103,-43.22651672363281,5959400000.0
4.4517,6.205183006692557,-42.63857269287109,5959400000.0
4.4517,6.283185307179586,-42.98089599609375,5959400000.0
4.5633,0.0,-43.42007446289063,5959400000.0
4.5633,0.07900232998045317,-43.22565841674805,5959400000.0
4.5633,0.1570046304674829,-42.85956573486328,5959400000.0
4.5633,0.23600696044793606,-43.33932495117188,5959400000.0
4.5633,0.3140092609349658,-42.99098205566406,5959400000.0
4.5633,0.393011590915419,-43.34724426269531,5959400000.0
4.5633,0.4710138914024486,-42.842281341552734,5959400000.0
4.5633,0.550016221382902,-43.229942321777344,5959400000.0
4.5633,0.6280185218699316,-42.85956573486328,5959400000.0
4.5633,0.7070208518503847,-43.04014587402344,5959400000.0
4.5633,0.7850231523374145,-42.949440002441406,5959400000.0
4.5633,0.8640254823178676,-42.738468170166016,5959400000.0
4.5633,0.9420277828048972,-43.07500076293945,5959400000.0
4.5633,1.0210301127853505,-43.35606002807617,5959400000.0
4.5633,1.100032442765804,-43.05418014526367,5959400000.0
4.5633,1.1780347432528333,-43.1551513671875,5959400000.0
4.5633,1.2570370732332865,-42.96957778930664,5959400000.0
4.5633,1.3350393737203163,-42.93190383911133,5959400000.0
4.5633,1.4140417037007693,-43.096561431884766,5959400000.0
4.5633,1.4920440041877991,-42.67822265625,5959400000.0
4.5633,1.5710463341682523,-43.66765213012695,5959400000.0
4.5633,1.649048634655282,-43.37227630615234,5959400000.0
4.5633,1.7280509646357352,-42.99913787841797,5959400000.0
4.5633,1.8060532651227648,-42.70871353149414,5959400000.0
4.5633,1.885055595103218,-43.05683898925781,5959400000.0
4.5633,1.963057895590248,-42.76243591308594,5959400000.0
4.5633,2.042060225570701,-43.132598876953125,5959400000.0
4.5633,2.121062555551154,-43.52706527709961,5959400000.0
4.5633,2.199064856038184,-42.638221740722656,5959400000.0
4.5633,2.278067186018637,-43.412017822265625,5959400000.0
4.5633,2.3560694865056666,-42.85720443725586,5959400000.0
4.5633,2.4350718164861203,-43.15200424194336,5959400000.0
4.5633,2.5130741169731494,-42.90785598754883,5959400000.0
4.5633,2.592076446953603,-42.68293762207031,5959400000.0
4.5633,2.6700787474406327,-43.29730987548828,5959400000.0
4.5633,2.749081077421086,-42.76611328125,5959400000.0
4.5633,2.8270833779081155,-43.0882568359375,5959400000.0
4.5633,2.9060857078885687,-43.21197891235352,5959400000.0
4.5633,2.9850880378690214,-42.87691879272461,5959400000.0
4.5633,3.0630903383560515,-42.90705490112305,5959400000.0
4.5633,3.1420926683365047,-43.146732330322266,5959400000.0
4.5633,3.2200949688235347,-30.48789978027344,6028899284.692418
4.5633,3.299097298803987,-27.450824737548828,6029500143.061517
4.5633,3.377099599291017,-43.14001083374024,5959400000.0
4.5633,3.4561019292714703,-42.93820571899414,5959400000.0
4.5633,3.5341042297585,-42.631465911865234,5959400000.0
4.5633,3.6131065597389536,-42.85248565673828,5959400000.0
4.5633,3.6911088602259827,-43.1324577331543,5959400000.0
4.5633,3.770111190206436,-42.7285270690918,5959400000.0
4.5633,3.848113490693466,-43.43802261352539,5959400000.0
4.5633,3.927115820673919,-43.64865112304688,5959400000.0
4.5633,4.006118150654372,-43.88035583496094,5959400000.0
4.5633,4.084120451141402,-43.02123260498047,5959400000.0
4.5633,4.163122781121856,-42.80947494506836,5959400000.0
4.5633,4.241125081608884,-43.13581466674805,5959400000.0
4.5633,4.320127411589338,-43.10655212402344,5959400000.0
4.5633,4.398129712076368,-42.94462203979492,5959400000.0
4.5633,4.477132042056821,-42.55411148071289,5959400000.0
4.5633,4.555134342543851,-42.96393203735352,5959400000.0
4.5633,4.634136672524304,-42.77459716796875,5959400000.0
4.5633,4.712138973011333,-43.33154678344727,5959400000.0
4.5633,4.791141302991787,-43.251426696777344,5959400000.0
4.5633,4.8691436034788165,-42.94720077514648,5959400000.0
4.5633,4.94814593345927,-43.39239501953125,5959400000.0
4.5633,5.027148263439723,-42.78773880004883,5959400000.0
4.5633,5.1051505639267525,-42.91342544555664,5959400000.0
4.5633,5.184152893907206,-42.96151351928711,5959400000.0
4.5633,5.262155194394235,-42.784645080566406,5959400000.0
4.5633,5.3411575243746885,-43.32265472412109,5959400000.0
4.5633,5.419159824861718,-43.3095703125,5959400000.0
4.5633,5.498162154842172,-43.02156066894531,5959400000.0
4.5633,5.576164455329201,-43.2694206237793,5959400000.0
4.5633,5.655166785309655,-42.80636215209961,5959400000.0
4.5633,5.733169085796684,-43.25918960571289,5959400000.0
4.5633,5.812171415777137,-43.41291427612305,5959400000.0
4.5633,5.890173716264167,-43.60713577270508,5959400000.0
4.5633,5.969176046244621,-42.5328369140625,5959400000.0
4.5633,6.048178376225073,-42.50069046020508,5959400000.0
4.5633,6.126180676712103,-42.96741485595703,5959400000.0
4.5633,6.205183006692557,-42.82707595825195,5959400000.0
4.5633,6.283185307179586,-43.50874328613281,5959400000.0
4.675,0.0,-43.43802261352539,5959400000.0
4.675,0.07900232998045317,-42.79970169067383,5959400000.0
4.675,0.1570046304674829,-42.759185791015625,5959400000.0
4.675,0.23600696044793606,-43.20685958862305,5959400000.0
4.675,0.3140092609349658,-43.350093841552734,5959400000.0
4.675,0.393011590915419,-42.88641357421875,5959400000.0
4.675,0.4710138914024486,-42.82194137573242,5959400000.0
4.675,0.550016221382902,-43.023197174072266,5959400000.0
4.675,0.6280185218699316,-43.0327377319336,5959400000.0
4.675,0.7070208518503847,-43.01385498046875,5959400000.0
4.675,0.7850231523374145,-43.55115509033203,5959400000.0
4.675,0.8640254823178676,-43.59739685058594,5959400000.0
4.675,0.9420277828048972,-43.38350677490234,5959400000.0
4.675,1.0210301127853505,-42.856204986572266,5959400000.0
4.675,1.100032442765804,-42.6184196472168,5959400000.0
4.675,1.1780347432528333,-43.42237854003906,5959400000.0
4.675,1.2570370732332865,-42.71553421020508,5959400000.0
4.675,1.3350393737203163,-42.43352508544922,5959400000.0
4.675,1.4140417037007693,-43.37672424316406,5959400000.0
4.675,1.4920440041877991,-43.132598876953125,5959400000.0
4.675,1.5710463341682523,-43.56116485595703,5959400000.0
4.675,1.649048634655282,-42.9206657409668,5959400000.0
4.675,1.7280509646357352,-42.82237243652344,5959400000.0
4.675,1.8060532651227648,-42.85383605957031,5959400000.0
4.675,1.885055595103218,-42.96498489379883,5959400000.0
4.675,1.963057895590248,-43.13343811035156,5959400000.0
4.675,2.042060225570701,-43.02944564819336,5959400000.0
4.675,2.121062555551154,-43.14777755737305,5959400000.0
4.675,2.199064856038184,-42.89189910888672,5959400000.0
4.675,2.278067186018637,-43.2368049621582,5959400000.0
4.675,2.3560694865056666,-43.259010314941406,5959400000.0
4.675,2.4350718164861203,-43.350093841552734,5959400000.0
4.675,2.5130741169731494,-42.69353485107422,5959400000.0
4.675,2.592076446953603,-43.22705841064453,5959400000.0
4.675,2.6700787474406327,-42.78180313110352,5959400000.0
4.675,2.749081077421086,-43.54085540771485,5959400000.0
4.675,2.8270833779081155,-43.18084716796875,5959400000.0
4.675,2.9060857078885687,-27.35107040405273,6026295565.09299
4.675,2.9850880378690214,-23.29115295410156,6026896423.462089
4.675,3.0630903383560515,-23.0247802734375,6027497281.831187
4.675,3.1420926683365047,-21.475982666015625,6028098140.200286
4.675,3.2200949688235347,-21.03653717041016,6028899284.692418
4.675,3.299097298803987,-20.42151260375977,6029500143.061517
4.675,3.377099599291017,-42.5732307434082,5959400000.0
4.675,3.4561019292714703,-43.49040222167969,5959400000.0
4.675,3.5341042297585,-42.6988410949707,5959400000.0
4.675,3.6131065597389536,-43.0527229309082,5959400000.0
4.675,3.6911088602259827,-42.58075714111328,5959400000.0
4.675,3.770111190206436,-42.5225830078125,5959400000.0
4.675,3.848113490693466,-42.8048095703125,5959400000.0
4.675,3.927115820673919,-43.21453857421875,5959400000.0
4.675,4.006118150654372,-43.35517883300781,5959400000.0
4.675,4.084120451141402,-43.20856475830078,5959400000.0
4.675,4.163122781121856,-43.17372894287109,5959400000.0
4.675,4.241125081608884,-42.70491409301758,5959400000.0
4.675,4.320127411589338,-42.781028747558594,5959400000.0
4.675,4.398129712076368,-43.46760940551758,5959400000.0
4.675,4.477132042056821,-42.89672088623047,5959400000.0
4.675,4.555134342543851,-42.856204986572266,5959400000.0
4.675,4.634136672524304,-42.66459655761719,5959400000.0
4.675,4.712138973011333,-43.27029037475586,5959400000.0
4.675,4.791141302991787,-43.19663619995117,5959400000.0
4.675,4.8691436034788165,-43.4191780090332,5959400000.0
4.675,4.94814593345927,-43.49680709838867,5959400000.0
4.675,5.027148263439723,-42.691890716552734,5959400000.0
4.675,5.1051505639267525,-43.075828552246094,5959400000.0
4.675,5.184152893907206,-42.865867614746094,5959400000.0
4.675,5.262155194394235,-42.89592742919922,5959400000.0
4.675,5.3411575243746885,-43.1889877319336,5959400000.0
4.675,5.419159824861718,-43.34284210205078,5959400000.0
