Gain [dB],Phase [rads.],Amplitude [dBm],Frequency [Hz]
4.8354430379746836,5.567379386108494,4.88735409756741e-13,0.0
4.8354430379746836,5.646913377338616,1.0100706942642484e-13,0.0
4.8354430379746836,5.726447368568738,1.7002311927031957e-12,0.0
4.8354430379746836,5.805981359798858,1.2907166089265014e-13,0.0
4.8354430379746836,5.88551535102898,1.0386485982571755e-13,0.0
4.8354430379746836,5.9650493422591016,1.1291149886110616e-12,0.0
4.8354430379746836,6.044583333489222,4.705840583464012e-14,0.0
4.8354430379746836,6.124117324719344,2.2155307465233007e-13,0.0
4.8354430379746836,6.2036513159494655,2.851444454335222e-14,0.0
4.8354430379746836,6.283185307179586,1.9486505885155085e-14,0.0
4.891139240506329,0.0,2.264382604557094e-12,0.0
4.891139240506329,0.07953399123012135,1.0694556040436122e-13,0.0
4.891139240506329,0.1590679824602427,2.401367525747847e-12,0.0
4.891139240506329,0.23860197369036407,3.16958718188254e-14,0.0
4.891139240506329,0.3181359649204854,2.5117293387119057e-13,0.0
4.891139240506329,0.39766995615060674,5.690309312255111e-14,0.0
4.891139240506329,0.47720394738072813,3.9142791326981425e-14,0.0
4.891139240506329,0.5567379386108494,1.426590994908785e-13,0.0
4.891139240506329,0.6362719298409708,5.5906736182035705e-14,0.0
4.891139240506329,0.7158059210710922,2.860868304557174e-13,0.0
4.891139240506329,0.7953399123012135,4.562773588022703e-13,0.0
4.891139240506329,0.8748739035313349,7.252265246865813e-14,0.0
4.891139240506329,0.9544078947614563,7.243565922701724e-14,0.0
4.891139240506329,1.0339418859915777,1.4503940588525507e-13,0.0
4.891139240506329,1.1134758772216988,9.750319134736326e-13,0.0
4.891139240506329,1.1930098684518202,8.764612539235732e-14,0.0
4.891139240506329,1.2725438596819416,7.246181840787211e-13,0.0
4.891139240506329,1.352077850912063,7.21272918635709e-13,0.0
4.891139240506329,1.4316118421421844,1.0446005195571755e-13,0.0
4.891139240506329,1.5111458333723056,4.570772141985669e-13,0.0
4.891139240506329,1.590679824602427,7.577259192921184e-13,0.0
4.891139240506329,1.6702138158325484,4.721124177625037e-14,0.0
4.891139240506329,1.7497478070626697,6.52883358092936e-14,0.0
4.891139240506329,1.8292817982927911,5.50615564336068e-13,0.0
4.891139240506329,1.9088157895229125,1.2715339049811997e-13,0.0
4.891139240506329,1.9883497807530337,7.530772316725362e-14,0.0
4.891139240506329,2.0678837719831553,1.513998283531554e-14,0.0
4.891139240506329,2.1474177632132765,9.294292541767002e-15,0.0
4.891139240506329,2.2269517544433977,1.1634639199851303e-12,0.0
4.891139240506329,2.3064857456735193,7.658157771041949e-14,0.0
4.891139240506329,2.3860197369036404,1.9397561710416884e-13,0.0
4.891139240506329,2.465553728133762,2.059551725554782e-14,0.0
4.891139240506329,2.5450877193638832,2.5095754340136135e-15,0.0
4.891139240506329,2.6246217105940044,1.9274804040183978e-12,0.0
4.891139240506329,2.704155701824126,8.364213183636484e-15,0.0
4.891139240506329,2.783689693054247,182195320346848.56,4762528.297271844
4.891139240506329,2.863223684284369,189647169143428.3,3703429.465023443
4.891139240506329,2.94275767551449,194083886038907.4,2651163.528466966
4.891139240506329,3.022291666744611,196785126517234.4,1592064.6962185649
4.891139240506329,3.1018256579747328,198122113683217.84,532965.8639701634
4.891139240506329,3.181359649204854,198379504174392.94,-532965.8639701634
4.891139240506329,3.2608936404349755,196671592259103.06,-1592064.6962185649
4.891139240506329,3.3404276316650967,194035015711517.94,-2651163.528466966
4.891139240506329,3.419961622895218,189470409552297.75,-3703429.465023443
4.891139240506329,3.4994956141253395,182190611264394.47,-4762528.297271844
4.891139240506329,3.5790296053554607,1.7594534488284915e-14,0.0
4.891139240506329,3.6585635965855823,8.734621742738168e-14,0.0
4.891139240506329,3.7380975878157034,5.71667031217959e-14,0.0
4.891139240506329,3.817631579045825,6.257298630049445e-15,0.0
4.891139240506329,3.8971655702759462,4.769702014918721e-14,0.0
4.891139240506329,3.9766995615060674,1.2896187230901001e-12,0.0
4.891139240506329,4.056233552736189,2.020856500959439e-14,0.0
4.891139240506329,4.135767543966311,1.2451974784002646e-13,0.0
4.891139240506329,4.215301535196431,2.8214019841138843e-14,0.0
4.891139240506329,4.294835526426553,1.8995217200554586e-13,0.0
4.891139240506329,4.374369517656675,3.202680518881504e-14,0.0
4.891139240506329,4.453903508886795,1.248126806686118e-14,0.0
4.891139240506329,4.533437500116917,1.5660145157821633e-12,0.0
4.891139240506329,4.6129714913470385,2.5494618353743013e-14,0.0
4.891139240506329,4.692505482577159,1.154943552488194e-12,0.0
4.891139240506329,4.772039473807281,3.299623434417913e-13,0.0
4.891139240506329,4.8515734650374025,8.044144071514157e-14,0.0
4.891139240506329,4.931107456267524,1.60334832367837e-13,0.0
4.891139240506329,5.010641447497645,3.244630926252409e-13,0.0
4.891139240506329,5.0901754387277665,1.1268839225427944e-13,0.0
4.891139240506329,5.169709429957888,8.385778085411085e-13,0.0
4.891139240506329,5.249243421188009,1.6852938455255272e-12,0.0
4.891139240506329,5.32877741241813,9.498260773173549e-14,0.0
4.891139240506329,5.408311403648252,4.534404229170608e-14,0.0
4.891139240506329,5.487845394878374,5.923543839236543e-13,0.0
4.891139240506329,5.567379386108494,1.5695021729753292e-13,0.0
4.891139240506329,5.646913377338616,1.457456842367213e-14,0.0
4.891139240506329,5.726447368568738,4.0784257495842423e-14,0.0
4.891139240506329,5.805981359798858,4.350948533244149e-13,0.0
4.891139240506329,5.88551535102898,4.6104859663052557e-14,0.0
4.891139240506329,5.9650493422591016,1.8442476942341715e-14,0.0
4.891139240506329,6.044583333489222,7.067653995373287e-13,0.0
4.891139240506329,6.124117324719344,3.6139078659170807e-13,0.0
4.891139240506329,6.2036513159494655,1.0908331243625535e-13,0.0
4.891139240506329,6.283185307179586,3.785244081189733e-13,0.0
4.946835443037974,0.0,6.409673736118178e-14,0.0
4.946835443037974,0.07953399123012135,6.011504474321826e-13,0.0
4.946835443037974,0.1590679824602427,1.6614712898393895e-13,0.0
4.946835443037974,0.23860197369036407,1.781782468556797e-12,0.0
4.946835443037974,0.3181359649204854,2.021129725850314e-12,0.0
4.946835443037974,0.39766995615060674,4.482190712921929e-14,0.0
4.946835443037974,0.47720394738072813,4.438751868027981e-14,0.0
4.946835443037974,0.5567379386108494,2.4908772419327504e-13,0.0
4.946835443037974,0.6362719298409708,1.866908095710304e-13,0.0
4.946835443037974,0.7158059210710922,2.3985281449950163e-14,0.0
4.946835443037974,0.7953399123012135,1.7113342413721245e-14,0.0
4.946835443037974,0.8748739035313349,2.4101960309969586e-13,0.0
4.946835443037974,0.9544078947614563,2.1620827487212068e-13,0.0
4.946835443037974,1.0339418859915777,8.346523211017273e-14,0.0
4.946835443037974,1.1134758772216988,2.807293857459912e-13,0.0
4.946835443037974,1.1930098684518202,1.7817521333694521e-13,0.0
4.946835443037974,1.2725438596819416,3.8850112208436964e-13,0.0
4.946835443037974,1.352077850912063,7.641460665637221e-14,0.0
4.946835443037974,1.4316118421421844,9.188398288649368e-13,0.0
4.946835443037974,1.5111458333723056,4.841588759885386e-13,0.0
4.946835443037974,1.590679824602427,1.6565399684664969e-12,0.0
4.946835443037974,1.6702138158325484,4.3786439965585614e-14,0.0
4.946835443037974,1.7497478070626697,5.3089659883338266e-14,0.0
4.946835443037974,1.8292817982927911,3.136977173278827e-14,0.0
4.946835443037974,1.9088157895229125,9.60254639118839e-14,0.0
4.946835443037974,1.9883497807530337,7.433113771820291e-15,0.0
4.946835443037974,2.0678837719831553,2.6996667459645255e-13,0.0
4.946835443037974,2.1474177632132765,5.466137008332182e-14,0.0
4.946835443037974,2.2269517544433977,1.269201988729552e-13,0.0
4.946835443037974,2.3064857456735193,4.230824004673345e-15,0.0
4.946835443037974,2.3860197369036404,2.8141788543949006e-14,0.0
4.946835443037974,2.465553728133762,1.7467068642289398e-13,0.0
4.946835443037974,2.5450877193638832,2.9380065523827855e-15,0.0
4.946835443037974,2.6246217105940044,2.023805907948574e-13,0.0
4.946835443037974,2.704155701824126,188416913960312.47,5821627.129520245
4.946835443037974,2.783689693054247,195455667224123.38,4762528.297271844
4.946835443037974,2.863223684284369,201328136267293.34,3703429.465023443
4.946835443037974,2.94275767551449,205458841804908.28,2651163.528466966
4.946835443037974,3.022291666744611,208218219872539.22,1592064.6962185649
4.946835443037974,3.1018256579747328,209671654305139.6,532965.8639701634
4.946835443037974,3.181359649204854,209783213806646.7,-532965.8639701634
4.946835443037974,3.2608936404349755,208362191004432.7,-1592064.6962185649
4.946835443037974,3.3404276316650967,205372552506394.06,-2651163.528466966
4.946835443037974,3.419961622895218,200867834645141.28,-3703429.465023443
4.946835443037974,3.4994956141253395,195460879818661.2,-4762528.297271844
4.946835443037974,3.5790296053554607,188407994879483.06,-5821627.129520245
4.946835443037974,3.6585635965855823,1.2663232913585302e-14,0.0
4.946835443037974,3.7380975878157034,3.424038006103643e-14,0.0
4.946835443037974,3.817631579045825,4.80100104433232e-14,0.0
4.946835443037974,3.8971655702759462,3.5871525573209386e-13,0.0
4.946835443037974,3.9766995615060674,1.3766162669137968e-14,0.0
4.946835443037974,4.056233552736189,6.087711324807634e-13,0.0
4.946835443037974,4.135767543966311,1.3154455515125266e-13,0.0
4.946835443037974,4.215301535196431,2.3870161522387632e-14,0.0
4.946835443037974,4.294835526426553,1.0559288997906126e-13,0.0
4.946835443037974,4.374369517656675,1.300623537872706e-13,0.0
4.946835443037974,4.453903508886795,5.644623846620864e-13,0.0
4.946835443037974,4.533437500116917,1.1065908910129026e-13,0.0
4.946835443037974,4.6129714913470385,4.764566075867569e-14,0.0
4.946835443037974,4.692505482577159,2.503384908416915e-13,0.0
4.946835443037974,4.772039473807281,6.901803119587117e-14,0.0
4.946835443037974,4.8515734650374025,1.0542375953894826e-13,0.0
4.946835443037974,4.931107456267524,8.083164370550674e-13,0.0
4.946835443037974,5.010641447497645,1.1093987797818035e-13,0.0
4.946835443037974,5.0901754387277665,8.992048573645463e-14,0.0
4.946835443037974,5.169709429957888,2.2948943235345065e-13,0.0
4.946835443037974,5.249243421188009,7.875694434705918e-14,0.0
4.946835443037974,5.32877741241813,4.240758646332371e-14,0.0
4.946835443037974,5.408311403648252,1.6182264572646961e-13,0.0
4.946835443037974,5.487845394878374,2.1579173684672002e-14,0.0
4.946835443037974,5.567379386108494,9.830295932992316e-14,0.0
4.946835443037974,5.646913377338616,5.422273678306251e-14,0.0
4.946835443037974,5.726447368568738,1.4288478977761537e-13,0.0
4.946835443037974,5.805981359798858,3.8154578536573757e-13,0.0
4.946835443037974,5.88551535102898,9.906309848753708e-15,0.0
4.946835443037974,5.9650493422591016,7.222300103089533e-15,0.0
4.946835443037974,6.044583333489222,2.234339927309732e-14,0.0
4.946835443037974,6.124117324719344,6.151989541010582e-14,0.0
4.946835443037974,6.2036513159494655,4.4615892929501605e-13,0.0
4.946835443037974,6.283185307179586,6.9327024375062596e-15,0.0
5.00253164556962,0.0,1.1847057341372053e-13,0.0
5.00253164556962,0.07953399123012135,6.927136572413751e-13,0.0
5.00253164556962,0.1590679824602427,6.883704758998027e-14,0.0
5.00253164556962,0.23860197369036407,7.131538870437715e-14,0.0
5.00253164556962,0.3181359649204854,7.867931156374673e-14,0.0
5.00253164556962,0.39766995615060674,7.627393629165826e-14,0.0
5.00253164556962,0.47720394738072813,4.913805325451795e-13,0.0
5.00253164556962,0.5567379386108494,1.4737154562379965e-13,0.0
5.00253164556962,0.6362719298409708,6.426264164777206e-13,0.0
5.00253164556962,0.7158059210710922,2.858489189811113e-14,0.0
5.00253164556962,0.7953399123012135,1.9424919300275012e-12,0.0
5.00253164556962,0.8748739035313349,1.680815082964693e-13,0.0
5.00253164556962,0.9544078947614563,4.776439963294052e-13,0.0
5.00253164556962,1.0339418859915777,7.195915460879729e-14,0.0
5.00253164556962,1.1134758772216988,2.6207786826814307e-13,0.0
5.00253164556962,1.1930098684518202,1.5191378658827854e-13,0.0
5.00253164556962,1.2725438596819416,1.9881250050878718e-13,0.0
5.00253164556962,1.352077850912063,3.7893333544342744e-13,0.0
5.00253164556962,1.4316118421421844,1.6177686537510023e-13,0.0
5.00253164556962,1.5111458333723056,2.456258891313556e-13,0.0
5.00253164556962,1.590679824602427,4.7809974693582416e-14,0.0
5.00253164556962,1.6702138158325484,3.5291560167510007e-13,0.0
5.00253164556962,1.7497478070626697,1.6546688020865513e-13,0.0
5.00253164556962,1.8292817982927911,2.2184418834492346e-14,0.0
5.00253164556962,1.9088157895229125,2.043570990613657e-12,0.0
5.00253164556962,1.9883497807530337,1.5048948363669337e-13,0.0
5.00253164556962,2.0678837719831553,7.999824382073223e-14,0.0
5.00253164556962,2.1474177632132765,1.2315290128747112e-13,0.0
5.00253164556962,2.2269517544433977,1.8941790499029403e-14,0.0
5.00253164556962,2.3064857456735193,1.223244436386882e-13,0.0
5.00253164556962,2.3860197369036404,6.480393798040987e-15,0.0
5.00253164556962,2.465553728133762,8.646121148999987e-14,0.0
5.00253164556962,2.5450877193638832,2.7993626068797023e-14,0.0
5.00253164556962,2.6246217105940044,191380226639466.97,6873893.066076722
5.00253164556962,2.704155701824126,199749630010468.94,5821627.129520245
5.00253164556962,2.783689693054247,207092858565988.5,4762528.297271844
5.00253164556962,2.863223684284369,212508017281646.3,3703429.465023443
5.00253164556962,2.94275767551449,216758274274182.66,2651163.528466966
5.00253164556962,3.022291666744611,219866312995150.16,1592064.6962185649
5.00253164556962,3.1018256579747328,221255736948334.78,532965.8639701634
5.00253164556962,3.181359649204854,221304634195109.88,-532965.8639701634
5.00253164556962,3.2608936404349755,219821060609714.25,-1592064.6962185649
5.00253164556962,3.3404276316650967,216924777944037.0,-2651163.528466966
5.00253164556962,3.419961622895218,212676205475465.1,-3703429.465023443
5.00253164556962,3.4994956141253395,206948116748521.84,-4762528.297271844
5.00253164556962,3.5790296053554607,199745790006517.16,-5821627.129520245
5.00253164556962,3.6585635965855823,191547530372333.78,-6873893.066076722
5.00253164556962,3.7380975878157034,1.541319244490582e-13,0.0
5.00253164556962,3.817631579045825,3.8214710377927577e-14,0.0
5.00253164556962,3.8971655702759462,2.9073103019945634e-13,0.0
5.00253164556962,3.9766995615060674,1.6041088931739871e-12,0.0
5.00253164556962,4.056233552736189,8.051566335369577e-15,0.0
5.00253164556962,4.135767543966311,3.636142000408057e-13,0.0
5.00253164556962,4.215301535196431,1.1778273027687531e-14,0.0
5.00253164556962,4.294835526426553,1.0241342773190944e-14,0.0
5.00253164556962,4.374369517656675,1.8275288679895903e-13,0.0
5.00253164556962,4.453903508886795,1.0641370296909676e-12,0.0
5.00253164556962,4.533437500116917,1.5205119643070834e-13,0.0
5.00253164556962,4.6129714913470385,8.432233533139762e-13,0.0
5.00253164556962,4.692505482577159,4.681935163376978e-13,0.0
5.00253164556962,4.772039473807281,7.275773812044323e-13,0.0
5.00253164556962,4.8515734650374025,2.4314829443718247e-13,0.0
5.00253164556962,4.931107456267524,1.6582563528159544e-13,0.0
5.00253164556962,5.010641447497645,1.7484984160925836e-13,0.0
5.00253164556962,5.0901754387277665,6.549147683522195e-13,0.0
5.00253164556962,5.169709429957888,2.1739879689994187e-12,0.0
5.00253164556962,5.249243421188009,1.5486359640799178e-13,0.0
5.00253164556962,5.32877741241813,9.582569206082962e-14,0.0
5.00253164556962,5.408311403648252,1.2645416821898328e-13,0.0
5.00253164556962,5.487845394878374,2.5595895443314505e-13,0.0
5.00253164556962,5.567379386108494,4.365262391158693e-13,0.0
5.00253164556962,5.646913377338616,6.669536663720569e-13,0.0
5.00253164556962,5.726447368568738,3.8475469706511143e-13,0.0
5.00253164556962,5.805981359798858,2.910410756457933e-13,0.0
5.00253164556962,5.88551535102898,1.7060191056468564e-13,0.0
5.00253164556962,5.9650493422591016,2.67037651081654e-13,0.0
5.00253164556962,6.044583333489222,4.8593863516888066e-14,0.0
5.00253164556962,6.124117324719344,5.931181325432231e-16,0.0
5.00253164556962,6.2036513159494655,5.072845606095519e-13,0.0
5.00253164556962,6.283185307179586,3.752641397428482e-14,0.0
5.058227848101266,0.0,8.751642324660763e-14,0.0
5.058227848101266,0.07953399123012135,2.5061310239037395e-13,0.0
5.058227848101266,0.1590679824602427,1.8435729157446893e-13,0.0
5.058227848101266,0.23860197369036407,5.241039158411403e-13,0.0
5.058227848101266,0.3181359649204854,3.3330982006801503e-14,0.0
5.058227848101266,0.39766995615060674,1.3025134146173627e-12,0.0
5.058227848101266,0.47720394738072813,1.8578050082892575e-13,0.0
5.058227848101266,0.5567379386108494,8.297489672246581e-13,0.0
5.058227848101266,0.6362719298409708,6.40713701260539e-13,0.0
5.058227848101266,0.7158059210710922,1.6028470075440601e-12,0.0
5.058227848101266,0.7953399123012135,6.258775203603037e-14,0.0
5.058227848101266,0.8748739035313349,2.323882784464327e-14,0.0
5.058227848101266,0.9544078947614563,2.1421368329125957e-13,0.0
5.058227848101266,1.0339418859915777,1.6322335297776018e-12,0.0
5.058227848101266,1.1134758772216988,2.112332048636694e-13,0.0
5.058227848101266,1.1930098684518202,3.1347767135062365e-13,0.0
5.058227848101266,1.2725438596819416,5.10202811846888e-13,0.0
5.058227848101266,1.352077850912063,7.867153735716787e-14,0.0
5.058227848101266,1.4316118421421844,2.1683998612532408e-13,0.0
5.058227848101266,1.5111458333723056,7.201856493303937e-14,0.0
5.058227848101266,1.590679824602427,8.47548831422432e-14,0.0
5.058227848101266,1.6702138158325484,7.408828468526718e-14,0.0
5.058227848101266,1.7497478070626697,1.913018864619132e-14,0.0
5.058227848101266,1.8292817982927911,1.878934897673583e-12,0.0
5.058227848101266,1.9088157895229125,1.0640882496424846e-13,0.0
5.058227848101266,1.9883497807530337,1.1707425924307435e-12,0.0
5.058227848101266,2.0678837719831553,5.322340741248121e-15,0.0
5.058227848101266,2.1474177632132765,9.035251371193809e-14,0.0
5.058227848101266,2.2269517544433977,1.168181376101573e-12,0.0
5.058227848101266,2.3064857456735193,1.5032929225941458e-18,0.0
5.058227848101266,2.3860197369036404,5.477943233039013e-13,0.0
5.058227848101266,2.465553728133762,5.7870238116570165e-15,0.0
5.058227848101266,2.5450877193638832,192803519265125.16,7932991.898325123
5.058227848101266,2.6246217105940044,202781345889434.16,6873893.066076722
5.058227848101266,2.704155701824126,211350116103460.62,5821627.129520245
5.058227848101266,2.783689693054247,218366953737477.28,4762528.297271844
5.058227848101266,2.863223684284369,224125617472075.38,3703429.465023443
5.058227848101266,2.94275767551449,228376959864110.53,2651163.528466966
5.058227848101266,3.022291666744611,231388202696441.94,1592064.6962185649
5.058227848101266,3.1018256579747328,232805837714322.7,532965.8639701634
5.058227848101266,3.181359649204854,232587398195641.6,-532965.8639701634
5.058227848101266,3.2608936404349755,231264651780963.66,-1592064.6962185649
5.058227848101266,3.3404276316650967,228428470441768.2,-2651163.528466966
5.058227848101266,3.419961622895218,223881752698320.0,-3703429.465023443
5.058227848101266,3.4994956141253395,218314126051149.97,-4762528.297271844
5.058227848101266,3.5790296053554607,211147728306223.78,-5821627.129520245
5.058227848101266,3.6585635965855823,202762508370642.8,-6873893.066076722
5.058227848101266,3.7380975878157034,192307297151542.38,-7932991.898325123
5.058227848101266,3.817631579045825,1.7930709047207618e-13,0.0
5.058227848101266,3.8971655702759462,3.336916995586776e-14,0.0
5.058227848101266,3.9766995615060674,6.138327499533977e-15,0.0
5.058227848101266,4.056233552736189,3.656854081976305e-14,0.0
5.058227848101266,4.135767543966311,5.624731156600696e-13,0.0
5.058227848101266,4.215301535196431,3.195105087231235e-14,0.0
5.058227848101266,4.294835526426553,3.296874713912421e-13,0.0
5.058227848101266,4.374369517656675,1.8621286685749e-14,0.0
5.058227848101266,4.453903508886795,3.82304598609307e-14,0.0
5.058227848101266,4.533437500116917,3.5718927477468835e-13,0.0
5.058227848101266,4.6129714913470385,2.4160572537663993e-14,0.0
5.058227848101266,4.692505482577159,3.4486852795589027e-13,0.0
5.058227848101266,4.772039473807281,8.424870884911446e-13,0.0
5.058227848101266,4.8515734650374025,7.020756560084832e-14,0.0
5.058227848101266,4.931107456267524,4.98507028186086e-13,0.0
5.058227848101266,5.010641447497645,9.322467152124891e-14,0.0
5.058227848101266,5.0901754387277665,8.131804940942248e-13,0.0
5.058227848101266,5.169709429957888,1.0514452920727745e-13,0.0
5.058227848101266,5.249243421188009,1.0523659398939288e-13,0.0
5.058227848101266,5.32877741241813,2.6885268612131847e-13,0.0
5.058227848101266,5.408311403648252,5.836569836073319e-14,0.0
5.058227848101266,5.487845394878374,1.370737420852007e-13,0.0
5.058227848101266,5.567379386108494,3.191385491451416e-14,0.0
5.058227848101266,5.646913377338616,1.2266428606489563e-12,0.0
5.058227848101266,5.726447368568738,1.2909522810111555e-14,0.0
5.058227848101266,5.805981359798858,2.7407023821694133e-13,0.0
5.058227848101266,5.88551535102898,4.2465038473526845e-14,0.0
5.058227848101266,5.9650493422591016,1.3217224774929749e-13,0.0
5.058227848101266,6.044583333489222,3.401680249292956e-14,0.0
5.058227848101266,6.124117324719344,2.5094239353461947e-13,0.0
5.058227848101266,6.2036513159494655,1.2507546010553905e-12,0.0
5.058227848101266,6.283185307179586,8.365482984706384e-14,0.0
5.113924050632912,0.0,5.392494219944625e-14,0.0
5.113924050632912,0.07953399123012135,1.248580752665051e-13,0.0
5.113924050632912,0.1590679824602427,1.3947171318165372e-12,0.0
5.113924050632912,0.23860197369036407,3.924700651008712e-13,0.0
5.113924050632912,0.3181359649204854,8.201359429298663e-13,0.0
5.113924050632912,0.39766995615060674,4.739497479366467e-13,0.0
5.113924050632912,0.47720394738072813,5.978194099331598e-13,0.0
5.113924050632912,0.5567379386108494,1.6089503083774403e-13,0.0
5.113924050632912,0.6362719298409708,4.074528732067652e-14,0.0
5.113924050632912,0.7158059210710922,5.084102027249635e-14,0.0
5.113924050632912,0.7953399123012135,8.962175285821997e-14,0.0
5.113924050632912,0.8748739035313349,2.8011179087324214e-12,0.0
5.113924050632912,0.9544078947614563,4.7100683351264766e-14,0.0
5.113924050632912,1.0339418859915777,1.4699945849215567e-13,0.0
5.113924050632912,1.1134758772216988,4.117717775562608e-14,0.0
5.113924050632912,1.1930098684518202,2.804792822845734e-13,0.0
5.113924050632912,1.2725438596819416,1.1661873985660018e-12,0.0
5.113924050632912,1.352077850912063,2.0648020197850915e-13,0.0
5.113924050632912,1.4316118421421844,5.901541015402153e-13,0.0
5.113924050632912,1.5111458333723056,1.36542498252092e-13,0.0
5.113924050632912,1.590679824602427,5.965723437848287e-14,0.0
5.113924050632912,1.6702138158325484,2.0633086092085494e-13,0.0
5.113924050632912,1.7497478070626697,9.048997776226435e-14,0.0
5.113924050632912,1.8292817982927911,2.4479081624878292e-14,0.0
5.113924050632912,1.9088157895229125,1.2189337312221618e-13,0.0
5.113924050632912,1.9883497807530337,3.6482475135291924e-13,0.0
5.113924050632912,2.0678837719831553,1.2325078946943048e-13,0.0
5.113924050632912,2.1474177632132765,1.2582537108569595e-13,0.0
5.113924050632912,2.2269517544433977,1.849605372927751e-13,0.0
5.113924050632912,2.3064857456735193,4.449140679100076e-15,0.0
5.113924050632912,2.3860197369036404,1.1926560263970185e-15,0.0
5.113924050632912,2.465553728133762,192348444366077.53,8985257.8348816
5.113924050632912,2.5450877193638832,204163554971714.38,7926159.002633197
5.113924050632912,2.6246217105940044,214300926860175.78,6873893.066076722
5.113924050632912,2.704155701824126,222747136579765.38,5821627.129520245
5.113924050632912,2.783689693054247,229950804472697.53,4762528.297271844
5.113924050632912,2.863223684284369,235843216448944.66,3703429.465023443
5.113924050632912,2.94275767551449,240109686650258.44,2651163.528466966
5.113924050632912,3.022291666744611,243016190826013.0,1592064.6962185649
5.113924050632912,3.1018256579747328,244466949815120.84,532965.8639701634
5.113924050632912,3.181359649204854,244021757783047.84,-532965.8639701634
5.113924050632912,3.2608936404349755,243186227624510.78,-1592064.6962185649
5.113924050632912,3.3404276316650967,240029798053655.56,-2651163.528466966
5.113924050632912,3.419961622895218,235885791855379.56,-3703429.465023443
5.113924050632912,3.4994956141253395,229937013111263.44,-4762528.297271844
5.113924050632912,3.5790296053554607,222660478268916.4,-5821627.129520245
5.113924050632912,3.6585635965855823,214160945621621.97,-6873893.066076722
5.113924050632912,3.7380975878157034,204550233093093.28,-7926159.002633197
5.113924050632912,3.817631579045825,192128492826861.53,-8985257.8348816
5.113924050632912,3.8971655702759462,6.152878514150062e-14,0.0
5.113924050632912,3.9766995615060674,2.503863887920226e-13,0.0
5.113924050632912,4.056233552736189,6.450549986510303e-13,0.0
5.113924050632912,4.135767543966311,5.870760386403025e-16,0.0
5.113924050632912,4.215301535196431,3.8055338429345005e-15,0.0
5.113924050632912,4.294835526426553,9.706878207137258e-14,0.0
5.113924050632912,4.374369517656675,1.8222760632708148e-13,0.0
5.113924050632912,4.453903508886795,1.512363198747029e-12,0.0
5.113924050632912,4.533437500116917,7.04049568022275e-14,0.0
5.113924050632912,4.6129714913470385,1.0126554601536439e-12,0.0
5.113924050632912,4.692505482577159,4.049010286116519e-13,0.0
5.113924050632912,4.772039473807281,1.0960192833085714e-12,0.0
5.113924050632912,4.8515734650374025,2.2092621740853144e-13,0.0
5.113924050632912,4.931107456267524,5.644415180927166e-13,0.0
5.113924050632912,5.010641447497645,8.452436259328945e-14,0.0
5.113924050632912,5.0901754387277665,1.0765594314226171e-13,0.0
5.113924050632912,5.169709429957888,2.4503384885264613e-13,0.0
5.113924050632912,5.249243421188009,1.946757205856433e-13,0.0
5.113924050632912,5.32877741241813,1.4316345575971792e-13,0.0
5.113924050632912,5.408311403648252,9.197705600523401e-14,0.0
5.113924050632912,5.487845394878374,8.256097410786595e-14,0.0
5.113924050632912,5.567379386108494,1.4132282580101435e-13,0.0
5.113924050632912,5.646913377338616,1.25138162045914e-13,0.0
5.113924050632912,5.726447368568738,6.656517078861426e-14,0.0
5.113924050632912,5.805981359798858,2.37983175909121e-13,0.0
5.113924050632912,5.88551535102898,5.581889030259003e-14,0.0
5.113924050632912,5.9650493422591016,1.9133982172338524e-13,0.0
5.113924050632912,6.044583333489222,2.8475954314253604e-13,0.0
5.113924050632912,6.124117324719344,1.3161337958986132e-14,0.0
5.113924050632912,6.2036513159494655,5.264032126478945e-16,0.0
5.113924050632912,6.283185307179586,8.661535891587614e-14,0.0
5.169620253164557,0.0,2.9013363608082795e-13,0.0
5.169620253164557,0.07953399123012135,2.6293631602966745e-14,0.0
5.169620253164557,0.1590679824602427,2.529175678681795e-14,0.0
5.169620253164557,0.23860197369036407,5.4689471693278857e-14,0.0
5.169620253164557,0.3181359649204854,3.3383078128685024e-14,0.0
5.169620253164557,0.39766995615060674,9.116728435826878e-14,0.0
5.169620253164557,0.47720394738072813,1.176067011646837e-13,0.0
5.169620253164557,0.5567379386108494,2.3893310325109233e-13,0.0
5.169620253164557,0.6362719298409708,1.3144694385424437e-12,0.0
5.169620253164557,0.7158059210710922,7.173830413876396e-13,0.0
5.169620253164557,0.7953399123012135,1.3831879440781911e-14,0.0
5.169620253164557,0.8748739035313349,7.341277458412444e-14,0.0
5.169620253164557,0.9544078947614563,2.1275993299917486e-13,0.0
5.169620253164557,1.0339418859915777,5.5588803755833875e-14,0.0
5.169620253164557,1.1134758772216988,6.763032005465932e-13,0.0
5.169620253164557,1.1930098684518202,1.730503826468855e-13,0.0
5.169620253164557,1.2725438596819416,3.6251302082908077e-13,0.0
5.169620253164557,1.352077850912063,1.8595371379458497e-13,0.0
5.169620253164557,1.4316118421421844,9.997750573177287e-14,0.0
5.169620253164557,1.5111458333723056,5.880129515589846e-13,0.0
5.169620253164557,1.590679824602427,1.3867880987343053e-13,0.0
5.169620253164557,1.6702138158325484,1.5979259899206518e-13,0.0
5.169620253164557,1.7497478070626697,8.231137206170144e-13,0.0
5.169620253164557,1.8292817982927911,4.2830375866112215e-15,0.0
