Gain [dB],Phase [rads.],Amplitude [dBm],Frequency [GHz]
5.0756,2.72356744449222,-17.644794464111328,6.026087267525035
5.0756,2.8663525567185233,-15.798381805419922,6.027288984263233
5.0756,3.008117775286067,-15.445091247558594,6.028490701001432
5.0756,3.1509028875123697,-15.35918426513672,6.029692417739628
5.0756,3.2926681060799137,-15.511245727539062,6.030693848354793
5.0756,3.4354532183062165,-16.385852813720703,6.03189556509299
5.0756,3.5782383305325194,-17.064544677734375,6.033097281831187
5.0756,3.720003549100063,-19.547874450683597,6.034098712446352
5.0756,3.862788661326366,-22.887359619140625,6.03530042918455
5.0756,4.005573773552669,-43.26587677001953,5.965
5.0756,4.147338992120214,-43.11875915527344,5.965
5.0756,4.290124104346516,-43.11708831787109,5.965
5.0756,4.431889322914061,-42.77564239501953,5.965
5.0756,4.574674435140364,-42.9498405456543,5.965
5.0756,4.717459547366666,-43.169219970703125,5.965
5.0756,4.8592247659342105,-43.3611946105957,5.965
5.0756,5.0020098781605125,-42.94260787963867,5.965
5.0756,5.144794990386816,-42.96434020996094,5.965
5.0756,5.28656020895436,-42.499324798583984,5.965
5.0756,5.286749202571742,-42.82146835327149,5.965
5.0756,5.429534314798045,-42.72189331054688,5.965
5.0756,5.57129953336559,-43.24580001831055,5.965
5.0756,5.714084645591892,-42.67861175537109,5.965
5.0756,5.856869757818195,-43.507755279541016,5.965
5.0756,5.9986349763857385,-42.97808074951172,5.965
5.0756,6.141420088612042,-43.01430892944336,5.965
5.0756,6.283185307179586,-42.88122177124024,5.965
5.1733,0.017789567803776943,-42.81678771972656,5.965
5.1733,0.1605746800300799,-42.572750091552734,5.965
5.1733,0.30233989859762367,-42.946624755859375,5.965
5.1733,0.4451250108239269,-43.09125518798828,5.965
5.1733,0.5879101230502298,-42.85911178588867,5.965
5.1733,0.7296753416177736,-42.35406494140625,5.965
5.1733,0.8724604538440768,-43.18143081665039,5.965
5.1733,1.0142256724116203,-43.43071365356445,5.965
5.1733,1.1570107846379236,-43.23398971557617,5.965
5.1733,1.2997958968642267,-42.437599182128906,5.965
5.1733,1.4415611154317702,-42.67710113525391,5.965
5.1733,1.5843462276580733,-43.11040496826172,5.965
5.1733,1.7271313398843766,-43.12628936767578,5.965
5.1733,1.86889655845192,-42.99592590332031,5.965
5.1733,2.011681670678223,-43.09624099731445,5.965
5.1733,2.153446889245767,-42.57705307006836,5.965
5.1733,2.2962320014720703,-25.094940185546875,6.02228183118741
5.1733,2.4390171136983736,-18.75619888305664,6.023683834048641
5.1733,2.5807823322659167,-16.16230010986328,6.024885550786839
5.1733,2.72356744449222,-14.805885314941406,6.026287553648069
5.1733,2.8663525567185233,-14.11008071899414,6.0274892703862655
5.1733,3.008117775286067,-13.529346466064451,6.028690987124463
5.1733,3.1509028875123697,-13.172531127929688,6.029692417739628
5.1733,3.2926681060799137,-14.067241668701172,6.030894134477825
5.1733,3.4354532183062165,-13.9677734375,6.032095851216024
5.1733,3.5782383305325194,-15.421062469482422,6.033097281831187
5.1733,3.720003549100063,-16.299755096435547,6.034298998569384
5.1733,3.862788661326366,-18.705219268798828,6.03530042918455
5.1733,4.005573773552669,-23.10531616210937,6.036502145922746
5.1733,4.147338992120214,-42.83604049682617,5.965
5.1733,4.290124104346516,-42.69058990478516,5.965
5.1733,4.431889322914061,-42.7603874206543,5.965
5.1733,4.574674435140364,-43.35765838623047,5.965
5.1733,4.717459547366666,-42.6402473449707,5.965
5.1733,4.8592247659342105,-43.1599235534668,5.965
5.1733,5.0020098781605125,-43.053836822509766,5.965
5.1733,5.144794990386816,-42.8019905090332,5.965
5.1733,5.28656020895436,-43.579681396484375,5.965
5.1733,5.286749202571742,-43.510501861572266,5.965
5.1733,5.429534314798045,-42.80155944824219,5.965
5.1733,5.57129953336559,-42.641746520996094,5.965
5.1733,5.714084645591892,-42.481422424316406,5.965
5.1733,5.856869757818195,-42.246883392333984,5.965
5.1733,5.9986349763857385,-43.0171127319336,5.965
5.1733,6.141420088612042,-43.38157653808594,5.965
5.1733,6.283185307179586,-43.43700408935547,5.965
5.2711,0.017789567803776943,-43.37536239624024,5.965
5.2711,0.1605746800300799,-43.01466369628906,5.965
5.2711,0.30233989859762367,-42.39633941650391,5.965
5.2711,0.4451250108239269,-43.01139831542969,5.965
5.2711,0.5879101230502298,-43.16330337524414,5.965
5.2711,0.7296753416177736,-42.77975845336914,5.965
5.2711,0.8724604538440768,-43.18447113037109,5.965
5.2711,1.0142256724116203,-43.42891693115234,5.965
5.2711,1.1570107846379236,-42.63874816894531,5.965
5.2711,1.2997958968642267,-42.68238830566406,5.965
5.2711,1.4415611154317702,-42.838680267333984,5.965
5.2711,1.5843462276580733,-42.850223541259766,5.965
5.2711,1.7271313398843766,-43.29361343383789,5.965
5.2711,1.86889655845192,-42.88350296020508,5.965
5.2711,2.011681670678223,-42.91383361816406,5.965
5.2711,2.153446889245767,-37.3219108581543,6.021080114449213
5.2711,2.2962320014720703,-20.274742126464844,6.022482117310444
5.2711,2.4390171136983736,-16.71957015991211,6.023884120171674
5.2711,2.5807823322659167,-15.120929718017578,6.025085836909871
5.2711,2.72356744449222,-13.971290588378906,6.026287553648069
5.2711,2.8663525567185233,-13.310791015625,6.0274892703862655
5.2711,3.008117775286067,-12.85158920288086,6.028690987124463
5.2711,3.1509028875123697,-12.573104858398438,6.029892703862662
5.2711,3.2926681060799137,-12.745685577392578,6.030894134477825
5.2711,3.4354532183062165,-13.776382446289062,6.032095851216024
5.2711,3.5782383305325194,-13.790542602539062,6.033097281831187
5.2711,3.720003549100063,-15.570549011230469,6.034298998569384
5.2711,3.862788661326366,-16.785369873046875,6.035500715307582
5.2711,4.005573773552669,-20.507259368896484,6.036502145922746
5.2711,4.147338992120214,-30.30554962158203,6.037503576537912
5.2711,4.290124104346516,-43.068878173828125,5.965
5.2711,4.431889322914061,-42.95386505126953,5.965
5.2711,4.574674435140364,-42.95466995239258,5.965
5.2711,4.717459547366666,-43.23974990844727,5.965
5.2711,4.8592247659342105,-43.07715225219727,5.965
5.2711,5.0020098781605125,-42.75944900512695,5.965
5.2711,5.144794990386816,-42.9194450378418,5.965
5.2711,5.28656020895436,-42.89624786376953,5.965
5.2711,5.286749202571742,-43.21941757202149,5.965
5.2711,5.429534314798045,-43.13551330566406,5.965
5.2711,5.57129953336559,-42.429988861083984,5.965
5.2711,5.714084645591892,-42.73258972167969,5.965
5.2711,5.856869757818195,-42.93138122558594,5.965
5.2711,5.9986349763857385,-43.16668319702149,5.965
5.2711,6.141420088612042,-42.66804504394531,5.965
5.2711,6.283185307179586,-42.89624786376953,5.965
5.3689,0.017789567803776943,-42.18346405029297,5.965
5.3689,0.1605746800300799,-42.7371826171875,5.965
5.3689,0.30233989859762367,-42.47898864746094,5.965
5.3689,0.4451250108239269,-42.88122177124024,5.965
5.3689,0.5879101230502298,-42.95145034790039,5.965
5.3689,0.7296753416177736,-43.142234802246094,5.965
5.3689,0.8724604538440768,-42.78802108764648,5.965
5.3689,1.0142256724116203,-43.93808364868164,5.965
5.3689,1.1570107846379236,-42.50749206542969,5.965
5.3689,1.2997958968642267,-42.938594818115234,5.965
5.3689,1.4415611154317702,-43.05979537963867,5.965
5.3689,1.5843462276580733,-43.1363525390625,5.965
5.3689,1.7271313398843766,-43.28060531616211,5.965
5.3689,1.86889655845192,-42.83789825439453,5.965
5.3689,2.011681670678223,-42.9482307434082,5.965
5.3689,2.153446889245767,-19.679828643798828,6.021280400572246
5.3689,2.2962320014720703,-16.094451904296875,6.0226824034334765
5.3689,2.4390171136983736,-14.277389526367188,6.0240844062947065
5.3689,2.5807823322659167,-13.128952026367188,6.025286123032903
5.3689,2.72356744449222,-12.281219482421877,6.026487839771102
5.3689,2.8663525567185233,-11.52732276916504,6.0276895565093
5.3689,3.008117775286067,-11.376506805419922,6.028690987124463
5.3689,3.1509028875123697,-11.627538681030272,6.029892703862662
5.3689,3.2926681060799137,-11.36673355102539,6.0310944206008585
5.3689,3.4354532183062165,-12.158355712890623,6.032095851216024
5.3689,3.5782383305325194,-13.240711212158203,6.033297567954221
5.3689,3.720003549100063,-13.58026123046875,6.034298998569384
5.3689,3.862788661326366,-15.709430694580078,6.035500715307582
5.3689,4.005573773552669,-17.404830932617188,6.036502145922746
5.3689,4.147338992120214,-23.204605102539062,6.037703862660944
5.3689,4.290124104346516,-43.03757858276367,5.965
5.3689,4.431889322914061,-42.55129623413086,5.965
5.3689,4.574674435140364,-43.38690948486328,5.965
5.3689,4.717459547366666,-43.28755569458008,5.965
5.3689,4.8592247659342105,-42.73106002807617,5.965
5.3689,5.0020098781605125,-42.94100189208984,5.965
5.3689,5.144794990386816,-42.51985931396485,5.965
5.3689,5.28656020895436,-42.82772064208984,5.965
5.3689,5.286749202571742,-42.60023498535156,5.965
5.3689,5.429534314798045,-43.11457824707031,5.965
5.3689,5.57129953336559,-43.11875915527344,5.965
5.3689,5.714084645591892,-43.39046859741211,5.965
5.3689,5.856869757818195,-42.86857223510742,5.965
5.3689,5.9986349763857385,-42.94100189208984,5.965
5.3689,6.141420088612042,-42.99999237060547,5.965
5.3689,6.283185307179586,-42.49009323120117,5.965
5.4667,0.017789567803776943,-42.73725128173828,5.965
5.4667,0.1605746800300799,-43.25205993652344,5.965
5.4667,0.30233989859762367,-42.97970199584961,5.965
5.4667,0.4451250108239269,-43.18022918701172,5.965
5.4667,0.5879101230502298,-43.90488815307617,5.965
5.4667,0.7296753416177736,-42.696022033691406,5.965
5.4667,0.8724604538440768,-42.957889556884766,5.965
5.4667,1.0142256724116203,-43.37301254272461,5.965
5.4667,1.1570107846379236,-43.14728164672852,5.965
5.4667,1.2997958968642267,-43.263282775878906,5.965
5.4667,1.4415611154317702,-43.47859191894531,5.965
5.4667,1.5843462276580733,-43.13314437866211,5.965
5.4667,1.7271313398843766,-42.7563705444336,5.965
5.4667,1.86889655845192,-42.99024200439453,5.965
5.4667,2.011681670678223,-20.60153579711914,6.0198783977110155
5.4667,2.153446889245767,-16.095367431640625,6.021480686695279
5.4667,2.2962320014720703,-14.04873275756836,6.022882689556509
5.4667,2.4390171136983736,-12.093563079833984,6.02428469241774
5.4667,2.5807823322659167,-11.395545959472656,6.025286123032903
5.4667,2.72356744449222,-11.246101379394531,6.026487839771102
5.4667,2.8663525567185233,-10.529037475585938,6.0276895565093
5.4667,3.008117775286067,-10.367176055908203,6.028690987124463
5.4667,3.1509028875123697,-10.722423553466797,6.029892703862662
5.4667,3.2926681060799137,-10.278448104858398,6.0310944206008585
5.4667,3.4354532183062165,-10.858964920043944,6.032095851216024
5.4667,3.5782383305325194,-12.046329498291016,6.033297567954221
5.4667,3.720003549100063,-12.92901611328125,6.034499284692418
5.4667,3.862788661326366,-13.72528076171875,6.035500715307582
5.4667,4.005573773552669,-16.33919906616211,6.03670243204578
5.4667,4.147338992120214,-19.65449905395508,6.037703862660944
5.4667,4.290124104346516,-26.383846282958984,6.038905579399142
5.4667,4.431889322914061,-42.84967041015625,5.965
5.4667,4.574674435140364,-43.09457778930664,5.965
5.4667,4.717459547366666,-43.22712707519531,5.965
5.4667,4.8592247659342105,-43.49673080444336,5.965
5.4667,5.0020098781605125,-42.85045623779297,5.965
5.4667,5.144794990386816,-42.59925079345703,5.965
5.4667,5.28656020895436,-34.64304733276367,6.038304721030043
5.4667,5.286749202571742,-43.43790435791016,5.965
5.4667,5.429534314798045,-43.15065002441406,5.965
5.4667,5.57129953336559,-42.78442001342773,5.965
5.4667,5.714084645591892,-43.27366638183594,5.965
5.4667,5.856869757818195,-43.00895309448242,5.965
5.4667,5.9986349763857385,-42.86541748046875,5.965
5.4667,6.141420088612042,-42.56010818481445,5.965
5.4667,6.283185307179586,-42.35336685180664,5.965
5.5644,0.017789567803776943,-42.8843879699707,5.965
5.5644,0.1605746800300799,-43.35677719116211,5.965
5.5644,0.30233989859762367,-43.377140045166016,5.965
5.5644,0.4451250108239269,-42.65449905395508,5.965
5.5644,0.5879101230502298,-43.10206985473633,5.965
5.5644,0.7296753416177736,-42.49205017089844,5.965
5.5644,0.8724604538440768,-43.0364990234375,5.965
5.5644,1.0142256724116203,-43.09208297729492,5.965
5.5644,1.1570107846379236,-43.07880783081055,5.965
5.5644,1.2997958968642267,-43.828407287597656,5.965
5.5644,1.4415611154317702,-43.01874542236328,5.965
5.5644,1.5843462276580733,-43.058143615722656,5.965
5.5644,1.7271313398843766,-43.02283477783203,5.965
5.5644,1.86889655845192,-28.76950454711914,6.0184763948497855
5.5644,2.011681670678223,-16.417800903320312,6.020278969957082
5.5644,2.153446889245767,-14.10952377319336,6.021680972818312
5.5644,2.2962320014720703,-12.29507064819336,6.023082975679543
5.5644,2.4390171136983736,-11.533369064331056,6.02428469241774
5.5644,2.5807823322659167,-10.300662994384766,6.025286123032903
5.5644,2.72356744449222,-10.264089584350586,6.026487839771102
5.5644,2.8663525567185233,-9.632457733154297,6.0274892703862655
5.5644,3.008117775286067,-9.916574478149414,6.028690987124463
5.5644,3.1509028875123697,-9.214141845703123,6.029692417739628
5.5644,3.2926681060799137,-9.957916259765623,6.030894134477825
5.5644,3.4354532183062165,-10.33738899230957,6.032095851216024
5.5644,3.5782383305325194,-11.024473190307615,6.033297567954221
5.5644,3.720003549100063,-12.161422729492188,6.034499284692418
5.5644,3.862788661326366,-13.129444122314451,6.035701001430615
5.5644,4.005573773552669,-14.400829315185549,6.03670243204578
5.5644,4.147338992120214,-17.064659118652344,6.037904148783977
5.5644,4.290124104346516,-22.49393081665039,6.038905579399142
5.5644,4.431889322914061,-43.12042999267578,5.965
5.5644,4.574674435140364,-42.725730895996094,5.965
5.5644,4.717459547366666,-43.70322036743164,5.965
5.5644,4.8592247659342105,-42.91778945922852,5.965
5.5644,5.0020098781605125,-43.01058197021485,5.965
5.5644,5.144794990386816,-42.704376220703125,5.965
5.5644,5.28656020895436,-22.14132308959961,6.038304721030043
5.5644,5.286749202571742,-43.27280044555664,5.965
5.5644,5.429534314798045,-43.19637298583984,5.965
5.5644,5.57129953336559,-42.84706878662109,5.965
5.5644,5.714084645591892,-42.68996047973633,5.965
5.5644,5.856869757818195,-43.11129379272461,5.965
5.5644,5.9986349763857385,-43.03073501586914,5.965
5.5644,6.141420088612042,-42.87568283081055,5.965
5.5644,6.283185307179586,-43.08876037597656,5.965
5.6622,0.017789567803776943,-43.39492416381836,5.965
5.6622,0.1605746800300799,-42.448333740234375,5.965
5.6622,0.30233989859762367,-42.350563049316406,5.965
5.6622,0.4451250108239269,-42.556434631347656,5.965
5.6622,0.5879101230502298,-42.130638122558594,5.965
5.6622,0.7296753416177736,-43.19211959838867,5.965
5.6622,0.8724604538440768,-43.18617248535156,5.965
5.6622,1.0142256724116203,-42.69829940795898,5.965
5.6622,1.1570107846379236,-43.54633712768555,5.965
5.6622,1.2997958968642267,-42.51403427124024,5.965
5.6622,1.4415611154317702,-43.21343231201172,5.965
5.6622,1.5843462276580733,-42.838680267333984,5.965
5.6622,1.7271313398843766,-43.02991485595703,5.965
5.6622,1.86889655845192,-18.370365142822266,6.018876967095851
5.6622,2.011681670678223,-14.35812759399414,6.020479256080114
5.6622,2.153446889245767,-12.561012268066406,6.021881258941345
5.6622,2.2962320014720703,-11.33154296875,6.023082975679543
5.6622,2.4390171136983736,-10.499805450439451,6.02428469241774
5.6622,2.5807823322659167,-10.106931686401367,6.025286123032903
5.6622,2.72356744449222,-9.092859268188477,6.026287553648069
5.6622,2.8663525567185233,-9.0196533203125,6.0274892703862655
5.6622,3.008117775286067,-9.028690338134766,6.028490701001432
5.6622,3.1509028875123697,-8.58268928527832,6.029692417739628
5.6622,3.2926681060799137,-8.708351135253906,6.030693848354793
5.6622,3.4354532183062165,-8.994165420532227,6.032095851216024
5.6622,3.5782383305325194,-9.55832290649414,6.033297567954221
5.6622,3.720003549100063,-11.09674072265625,6.034499284692418
5.6622,3.862788661326366,-11.947912216186523,6.035701001430615
5.6622,4.005573773552669,-13.436378479003906,6.036902718168813
5.6622,4.147338992120214,-15.999252319335938,6.037904148783977
5.6622,4.290124104346516,-18.72469711303711,6.038905579399142
5.6622,4.431889322914061,-25.512142181396484,6.0401072961373385
5.6622,4.574674435140364,-43.27626800537109,5.965
5.6622,4.717459547366666,-42.57926559448242,5.965
5.6622,4.8592247659342105,-43.068878173828125,5.965
5.6622,5.0020098781605125,-42.96353530883789,5.965
5.6622,5.144794990386816,-43.01103210449219,5.965
5.6622,5.28656020895436,-18.941951751708984,6.038505007153076
5.6622,5.286749202571742,-42.18424606323242,5.965
5.6622,5.429534314798045,-42.73641586303711,5.965
5.6622,5.57129953336559,-42.6778564453125,5.965
5.6622,5.714084645591892,-42.724945068359375,5.965
5.6622,5.856869757818195,-43.47859191894531,5.965
5.6622,5.9986349763857385,-42.750221252441406,5.965
5.6622,6.141420088612042,-42.97970199584961,5.965
5.6622,6.283185307179586,-43.20148468017578,5.965
5.76,0.017789567803776943,-42.479713439941406,5.965
5.76,0.1605746800300799,-43.40338897705078,5.965
5.76,0.30233989859762367,-42.70125579833984,5.965
5.76,0.4451250108239269,-43.323341369628906,5.965
5.76,0.5879101230502298,-43.58805465698242,5.965
5.76,0.7296753416177736,-42.78028106689453,5.965
5.76,0.8724604538440768,-43.1070671081543,5.965
5.76,1.0142256724116203,-42.80588150024414,5.965
5.76,1.1570107846379236,-43.06045913696289,5.965
5.76,1.2997958968642267,-43.18956756591797,5.965
5.76,1.4415611154317702,-43.34090805053711,5.965
5.76,1.5843462276580733,-42.44865798950195,5.965
5.76,1.7271313398843766,-23.05727767944336,6.017274678111588
5.76,1.86889655845192,-15.517353057861328,6.019077253218884
5.76,2.011681670678223,-12.459232330322266,6.020679542203147
5.76,2.153446889245767,-11.167644500732422,6.021881258941345
5.76,2.2962320014720703,-10.762340545654297,6.023082975679543
5.76,2.4390171136983736,-9.384883880615234,6.02428469241774
5.76,2.5807823322659167,-9.04103660583496,6.025286123032903
5.76,2.72356744449222,-9.25375747680664,6.026287553648069
5.76,2.8663525567185233,-8.867952346801758,6.027288984263233
5.76,3.008117775286067,-8.400421142578125,6.028490701001432
5.76,3.1509028875123697,-8.69842529296875,6.029492131616595
5.76,3.2926681060799137,-8.500877380371094,6.030693848354793
5.76,3.4354532183062165,-9.138202667236328,6.03189556509299
5.76,3.5782383305325194,-9.43630027770996,6.033097281831187
5.76,3.720003549100063,-10.00255012512207,6.034499284692418
5.76,3.862788661326366,-11.294761657714844,6.035701001430615
5.76,4.005573773552669,-12.903099060058594,6.036902718168813
5.76,4.147338992120214,-14.203716278076172,6.037904148783977
5.76,4.290124104346516,-17.27792739868164,6.039105865522175
5.76,4.431889322914061,-21.572738647460938,6.0401072961373385
5.76,4.574674435140364,-42.69147491455078,5.965
5.76,4.717459547366666,-42.88755798339844,5.965
5.76,4.8592247659342105,-43.33577728271485,5.965
5.76,5.0020098781605125,-43.21172332763672,5.965
5.76,5.144794990386816,-42.7104606628418,5.965
5.76,5.28656020895436,-17.89492416381836,6.038505007153076
5.76,5.286749202571742,-43.456844329833984,5.965
5.76,5.429534314798045,-43.17122268676758,5.965
5.76,5.57129953336559,-43.34971618652344,5.965
5.76,5.714084645591892,-42.74957656860352,5.965
5.76,5.856869757818195,-43.47496032714844,5.965
5.76,5.9986349763857385,-43.541725158691406,5.965
5.76,6.141420088612042,-43.02580261230469,5.965
5.76,6.283185307179586,-43.15823745727539,5.965
5.8578,0.017789567803776943,-43.20489501953125,5.965
5.8578,0.1605746800300799,-43.033477783203125,5.965
5.8578,0.30233989859762367,-42.78724670410156,5.965
5.8578,0.4451250108239269,-43.26587677001953,5.965
5.8578,0.5879101230502298,-42.46916580200195,5.965
5.8578,0.7296753416177736,-43.12712860107422,5.965
5.8578,0.8724604538440768,-43.3774642944336,5.965
5.8578,1.0142256724116203,-42.41425323486328,5.965
5.8578,1.1570107846379236,-42.705833435058594,5.965
5.8578,1.2997958968642267,-43.34442901611328,5.965
5.8578,1.4415611154317702,-43.31721115112305,5.965
5.8578,1.5843462276580733,-43.05052947998047,5.965
5.8578,1.7271313398843766,-16.58700180053711,6.017675250357653
5.8578,1.86889655845192,-13.145923614501951,6.019277539341917
5.8578,2.011681670678223,-11.31680679321289,6.020679542203147
5.8578,2.153446889245767,-10.447452545166016,6.021881258941345
5.8578,2.2962320014720703,-9.148189544677734,6.023082975679543
5.8578,2.4390171136983736,-9.28342628479004,6.0240844062947065
5.8578,2.5807823322659167,-8.969411849975586,6.025085836909871
5.8578,2.72356744449222,-8.66444206237793,6.026087267525035
5.8578,2.8663525567185233,-7.893136978149414,6.027088698140201
5.8578,3.008117775286067,-8.309303283691406,6.028290414878398
5.8578,3.1509028875123697,-8.248292922973633,6.029291845493563
5.8578,3.2926681060799137,-8.151233673095703,6.03049356223176
5.8578,3.4354532183062165,-8.436878204345703,6.031695278969957
5.8578,3.5782383305325194,-8.48874282836914,6.032896995708155
5.8578,3.720003549100063,-9.432918548583984,6.034298998569384
5.8578,3.862788661326366,-10.557422637939451,6.035701001430615
5.8578,4.005573773552669,-11.808149337768556,6.036902718168813
5.8578,4.147338992120214,-13.6307373046875,6.03810443490701
5.8578,4.290124104346516,-15.928077697753906,6.039105865522175
5.8578,4.431889322914061,-18.7434196472168,6.040307582260372
5.8578,4.574674435140364,-32.29620742797852,6.041309012875537
5.8578,4.717459547366666,-43.243446350097656,5.965
5.8578,4.8592247659342105,-43.2036361694336,5.965
5.8578,5.0020098781605125,-42.71426773071289,5.965
5.8578,5.144794990386816,-42.556488037109375,5.965
5.8578,5.28656020895436,-15.55097198486328,6.038505007153076
5.8578,5.286749202571742,-42.47060394287109,5.965
5.8578,5.429534314798045,-43.02497863769531,5.965
5.8578,5.57129953336559,-43.243446350097656,5.965
5.8578,5.714084645591892,-42.766380310058594,5.965
5.8578,5.856869757818195,-43.63394546508789,5.965
5.8578,5.9986349763857385,-43.96949768066406,5.965
5.8578,6.141420088612042,-42.921852111816406,5.965
5.8578,6.283185307179586,-43.21564102172852,5.965
5.9556,0.017789567803776943,-42.83789825439453,5.965
5.9556,0.1605746800300799,-42.74177932739258,5.965
5.9556,0.30233989859762367,-43.06805038452149,5.965
5.9556,0.4451250108239269,-42.77122497558594,5.965
5.9556,0.5879101230502298,-43.17768859863281,5.965
5.9556,0.7296753416177736,-42.61411285400391,5.965
5.9556,0.8724604538440768,-42.82347106933594,5.965
5.9556,1.0142256724116203,-43.1304817199707,5.965
5.9556,1.1570107846379236,-42.87884521484375,5.965
5.9556,1.2997958968642267,-43.2745361328125,5.965
5.9556,1.4415611154317702,-42.78647232055664,5.965
5.9556,1.5843462276580733,-22.77691650390625,6.015672389127325
5.9556,1.7271313398843766,-13.385963439941406,6.0178755364806875
5.9556,1.86889655845192,-11.727825164794922,6.01947782546495
5.9556,2.011681670678223,-10.437904357910156,6.020679542203147
5.9556,2.153446889245767,-9.357187271118164,6.021881258941345
5.9556,2.2962320014720703,-9.112333297729492,6.022882689556509
5.9556,2.4390171136983736,-8.683542251586914,6.023884120171674
5.9556,2.5807823322659167,-8.494375228881836,6.024885550786839
5.9556,2.72356744449222,-8.138448715209961,6.025886981402003
5.9556,2.8663525567185233,-7.407812118530273,6.027088698140201
5.9556,3.008117775286067,-7.911741256713867,6.028090128755364
5.9556,3.1509028875123697,-7.266674041748047,6.029091559370529
5.9556,3.2926681060799137,-7.852937698364258,6.030293276108727
5.9556,3.4354532183062165,-8.014200210571289,6.031494992846924
5.9556,3.5782383305325194,-8.10430908203125,6.032696709585121
5.9556,3.720003549100063,-8.820671081542969,6.034098712446352
5.9556,3.862788661326366,-9.360944747924805,6.035500715307582
5.9556,4.005573773552669,-10.965084075927734,6.036902718168813
5.9556,4.147338992120214,-12.695301055908203,6.03810443490701
5.9556,4.290124104346516,-14.280780792236328,6.039306151645207
5.9556,4.431889322914061,-17.422531127929688,6.040307582260372
5.9556,4.574674435140364,-23.10204696655273,6.0415092989985695
5.9556,4.717459547366666,-43.03814697265625,5.965
5.9556,4.8592247659342105,-42.82975006103516,5.965
5.9556,5.0020098781605125,-42.946624755859375,5.965
5.9556,5.144794990386816,-43.54633712768555,5.965
5.9556,5.28656020895436,-14.187705993652344,6.0387052932761085
5.9556,5.286749202571742,-43.086219787597656,5.965
5.9556,5.429534314798045,-43.134674072265625,5.965
5.9556,5.57129953336559,-42.98131942749024,5.965
5.9556,5.714084645591892,-43.38549423217773,5.965
5.9556,5.856869757818195,-43.22251510620117,5.965
5.9556,5.9986349763857385,-42.66101837158203,5.965
5.9556,6.141420088612042,-42.641746520996094,5.965
5.9556,6.283185307179586,-43.30672073364258,5.965
6.0533,0.017789567803776943,-43.361454010009766,5.965
6.0533,0.1605746800300799,-42.50241088867188,5.965
6.0533,0.30233989859762367,-42.74726104736328,5.965
6.0533,0.4451250108239269,-42.71122360229492,5.965
6.0533,0.5879101230502298,-42.90583419799805,5.965
6.0533,0.7296753416177736,-43.33562850952149,5.965
6.0533,0.8724604538440768,-43.21599578857422,5.965
6.0533,1.0142256724116203,-43.25982666015625,5.965
6.0533,1.1570107846379236,-42.96918487548828,5.965
6.0533,1.2997958968642267,-43.28668594360352,5.965
6.0533,1.4415611154317702,-43.14980697631836,5.965
6.0533,1.5843462276580733,-16.97616195678711,6.01607296137339
6.0533,1.7271313398843766,-11.776569366455078,6.01807582260372
6.0533,1.86889655845192,-10.764562606811523,6.01947782546495
6.0533,2.011681670678223,-9.187519073486328,6.020679542203147
6.0533,2.153446889245767,-9.17024040222168,6.021680972818312
6.0533,2.2962320014720703,-8.616666793823242,6.0226824034334765
6.0533,2.4390171136983736,-7.746543884277344,6.023683834048641
6.0533,2.5807823322659167,-7.704933166503906,6.024685264663805
6.0533,2.72356744449222,-7.330821990966797,6.02568669527897
6.0533,2.8663525567185233,-7.088441848754883,6.026688125894135
6.0533,3.008117775286067,-7.430274963378906,6.027889842632332
6.0533,3.1509028875123697,-6.881160736083984,6.028891273247496
6.0533,3.2926681060799137,-7.417741775512695,6.030092989985694
6.0533,3.4354532183062165,-7.59501838684082,6.031294706723891
6.0533,3.5782383305325194,-7.749362945556641,6.032496423462089
6.0533,3.720003549100063,-8.253314971923828,6.0338984263233195
6.0533,3.862788661326366,-8.645755767822266,6.03530042918455
6.0533,4.005573773552669,-9.559207916259766,6.036902718168813
6.0533,4.147338992120214,-11.279729843139648,6.03810443490701
6.0533,4.290124104346516,-13.724658966064451,6.039306151645207
6.0533,4.431889322914061,-15.682842254638672,6.040307582260372
6.0533,4.574674435140364,-20.161052703857425,6.0415092989985695
6.0533,4.717459547366666,-42.88359451293945,5.965
6.0533,4.8592247659342105,-43.420841217041016,5.965
6.0533,5.0020098781605125,-43.66133117675781,5.965
6.0533,5.144794990386816,-42.872520446777344,5.965
6.0533,5.28656020895436,-13.19314193725586,6.0387052932761085
6.0533,5.286749202571742,-42.87726211547852,5.965
6.0533,5.429534314798045,-42.44865798950195,5.965
6.0533,5.57129953336559,-42.81015396118164,5.965
6.0533,5.714084645591892,-42.87015151977539,5.965
6.0533,5.856869757818195,-43.1904182434082,5.965
6.0533,5.9986349763857385,-42.62828063964844,5.965
6.0533,6.141420088612042,-43.4168586730957,5.965
6.0533,6.283185307179586,-43.28837203979492,5.965
6.1511,0.017789567803776943,-42.31403732299805,5.965
6.1511,0.1605746800300799,-42.92988586425781,5.965
6.1511,0.30233989859762367,-43.29273986816406,5.965
6.1511,0.4451250108239269,-42.7849235534668,5.965
6.1511,0.5879101230502298,-43.029090881347656,5.965
6.1511,0.7296753416177736,-43.19552230834961,5.965
6.1511,0.8724604538440768,-43.10208511352539,5.965
6.1511,1.0142256724116203,-43.27094650268555,5.965
6.1511,1.1570107846379236,-42.61516571044922,5.965
6.1511,1.2997958968642267,-42.77510070800781,5.965
