Gain [dB],Phase [rads.],Amplitude [dBm],frequency_lc
4.8354430379746836,1.1134758772216988,2.020572557045271e-13,-3704741.9887501127
4.8354430379746836,1.1930098684518202,8.533294515224466e-14,-3900472.4137501186
4.8354430379746836,1.2725438596819416,1.3073166802753288e-12,-4103814.577500125
4.8354430379746836,1.352077850912063,1.3637440680387002e-13,-4321292.827500132
4.8354430379746836,1.4316118421421844,7.734199699137185e-15,4173407.617500127
4.8354430379746836,1.5111458333723056,2.4569307769455977e-13,3946142.84625012
4.8354430379746836,1.590679824602427,1.0349623103340255e-13,3722140.2487501134
4.8354430379746836,1.6702138158325484,9.838704057595177e-14,3500312.4337501065
4.8354430379746836,1.7497478070626697,1.2277002016703945e-13,3271960.2712500994
4.8354430379746836,1.8292817982927911,2.2677984538035674e-14,3044695.5000000927
4.8354430379746836,1.9088157895229125,1.9320663605842483e-12,2817430.728750086
4.8354430379746836,1.9883497807530337,8.151204399655457e-14,2591253.348750079
4.8354430379746836,2.0678837719831553,1.584765365559713e-13,2365075.968750072
4.8354430379746836,2.1474177632132765,4.1887956439794884e-14,2130199.458750065
4.8354430379746836,2.2269517544433977,1.892838503660427e-12,1901847.2962500579
4.8354430379746836,2.3064857456735193,1.32373173063362e-13,1676757.307500051
4.8354430379746836,2.3860197369036404,4.174088073698687e-14,1452754.7100000442
4.8354430379746836,2.465553728133762,1.1732783792909015e-13,1232014.2862500376
4.8354430379746836,2.5450877193638832,2.1667631160575307e-13,1014536.0362500309
4.8354430379746836,2.6246217105940044,5.761473323630715e-14,802494.7425000244
4.8354430379746836,2.704155701824126,1.207963371010868e-14,596977.7962500182
4.8354430379746836,2.783689693054247,3.2758506422533826e-14,394723.02375001204
4.8354430379746836,2.863223684284369,1.374549045774871e-14,334916.5050000102
4.8354430379746836,2.94275767551449,1101.2065250150645,239226.0750000073
4.8354430379746836,3.022291666744611,184676050702923.0,143535.64500000436
4.8354430379746836,3.1018256579747328,186879794623160.4,47845.21500000146
4.8354430379746836,3.181359649204854,187073796074695.5,-47845.21500000146
4.8354430379746836,3.2608936404349755,184547665363962.6,-143535.64500000436
4.8354430379746836,3.3404276316650967,1339.3742457077203,-239226.0750000073
4.8354430379746836,3.419961622895218,4.3965856016018423e-13,-334916.5050000102
4.8354430379746836,3.4994956141253395,1.0184613742617374e-14,-394723.02375001204
4.8354430379746836,3.5790296053554607,3.384881597441746e-13,-596977.7962500182
4.8354430379746836,3.6585635965855823,3.178637886644006e-15,-802494.7425000244
4.8354430379746836,3.7380975878157034,5.855156888778569e-14,-1014536.0362500309
4.8354430379746836,3.817631579045825,1.09327700138781e-12,-1232014.2862500376
4.8354430379746836,3.8971655702759462,5.019470331044553e-15,-1452754.7100000442
4.8354430379746836,3.9766995615060674,1.0048671366814152e-13,-1676757.307500051
4.8354430379746836,4.056233552736189,1.805550578005071e-14,-1901847.2962500579
4.8354430379746836,4.135767543966311,3.525889474742587e-14,-2130199.458750065
4.8354430379746836,4.215301535196431,1.1826497601978643e-13,-2365075.968750072
4.8354430379746836,4.294835526426553,3.9500680216869487e-13,-2591253.348750079
4.8354430379746836,4.374369517656675,8.042459262117124e-13,-2817430.728750086
4.8354430379746836,4.453903508886795,3.1341213928278386e-15,-3044695.5000000927
4.8354430379746836,4.533437500116917,1.6891834478838553e-15,-3271960.2712500994
4.8354430379746836,4.6129714913470385,1.3707133420036997e-14,-3500312.4337501065
4.8354430379746836,4.692505482577159,3.955515576938389e-13,-3722140.2487501134
4.8354430379746836,4.772039473807281,1.9025961992369446e-14,-3946142.84625012
4.8354430379746836,4.8515734650374025,5.746512695868834e-15,-4173407.617500127
4.8354430379746836,4.931107456267524,8.359862264099288e-14,4321292.827500132
4.8354430379746836,5.010641447497645,1.6523188894917178e-12,4103814.577500125
4.8354430379746836,5.0901754387277665,1.1578821304224144e-12,3900472.4137501186
4.8354430379746836,5.169709429957888,1.5639244459029555e-13,3704741.9887501127
4.8354430379746836,5.249243421188009,7.451659565945017e-14,3509011.563750107
4.8354430379746836,5.32877741241813,2.1927584621886546e-13,3356776.7887501023
4.8354430379746836,5.408311403648252,3.561646155789692e-13,3157784.1900000963
4.8354430379746836,5.487845394878374,2.7415745419549075e-14,2974015.0687500904
4.8354430379746836,5.567379386108494,4.4190296119385846e-14,2797857.686250085
4.8354430379746836,5.646913377338616,8.282224170183213e-14,2624962.4775000797
4.8354430379746836,5.726447368568738,8.858705772123591e-13,2460766.3987500747
4.8354430379746836,5.805981359798858,1.0292794721290337e-12,2292220.7550000697
4.8354430379746836,5.88551535102898,1.028155157726875e-12,2124762.5025000647
4.8354430379746836,5.9650493422591016,1.6829145811403143e-13,1961653.8150000598
4.8354430379746836,6.044583333489222,7.970264293967739e-14,1801807.3012500547
4.8354430379746836,6.124117324719344,1.7070940819463583e-13,1644135.5700000501
4.8354430379746836,6.2036513159494655,3.1175573907200666e-13,1488638.6212500453
4.8354430379746836,6.283185307179586,3.368177656865484e-13,-1341840.8025000407
4.891139240506329,0.0,1.7905038853549795e-13,-3509011.563750107
4.891139240506329,0.07953399123012135,2.7899375483796796e-13,-1449492.5362500441
4.891139240506329,0.1590679824602427,4.837229145911837e-13,-1606076.8762500489
4.891139240506329,0.23860197369036407,6.787971587952844e-13,-1764835.9987500538
4.891139240506329,0.3181359649204854,3.872961624240044e-13,-1926857.2950000586
4.891139240506329,0.39766995615060674,6.934982067395756e-14,-2091053.3737500636
4.891139240506329,0.47720394738072813,2.2115753610012177e-13,-2258511.6262500687
4.891139240506329,0.5567379386108494,5.78890465720964e-13,-2429232.052500074
4.891139240506329,0.6362719298409708,4.9641599089505584e-14,-2592340.740000079
4.891139240506329,0.7158059210710922,1.4504306977256435e-13,-2767410.731250084
4.891139240506329,0.7953399123012135,3.1430223628242573e-14,-2944655.5050000898
4.891139240506329,0.8748739035313349,8.945527517311388e-14,-3132774.191250095
4.891139240506329,0.9544078947614563,5.423941921458318e-15,-3282834.1837501
4.891139240506329,1.0339418859915777,5.395756433735934e-14,-3478564.608750106
4.891139240506329,1.1134758772216988,6.028405944075185e-14,-3675382.425000112
4.891139240506329,1.1930098684518202,3.736211369927621e-13,-3874375.023750118
4.891139240506329,1.2725438596819416,1.1297229626572576e-14,-4082066.7525001243
4.891139240506329,1.352077850912063,8.89102724015855e-15,-4287583.698750131
4.891139240506329,1.4316118421421844,1.3905972342458565e-15,4201679.790000128
4.891139240506329,1.5111458333723056,3.324111510821938e-13,3973327.627500121
4.891139240506329,1.590679824602427,7.445095198725952e-15,3746062.856250114
4.891139240506329,1.6702138158325484,5.923454910422635e-14,3520972.8675001073
4.891139240506329,1.7497478070626697,5.261541547907922e-15,3293708.0962501
4.891139240506329,1.8292817982927911,3.2751187654011066e-14,3066443.3250000933
4.891139240506329,1.9088157895229125,4.8919550434002e-14,2837003.7712500864
4.891139240506329,1.9883497807530337,1.5294264269262628e-13,2609739.0000000796
4.891139240506329,2.0678837719831553,9.725310762902702e-14,2382474.2287500724
4.891139240506329,2.1474177632132765,9.16507047456e-13,2146510.3275000653
4.891139240506329,2.2269517544433977,2.8884024574880273e-13,1917070.7737500584
4.891139240506329,2.3064857456735193,2.0711303285673563e-14,1689806.0025000514
4.891139240506329,2.3860197369036404,1.3001706684682206e-13,1464716.0137500446
4.891139240506329,2.465553728133762,2.331397054830811e-15,1242888.198750038
4.891139240506329,2.5450877193638832,7.463693799774788e-14,1024322.5575000312
4.891139240506329,2.6246217105940044,2.7686088843271656e-14,811193.8725000247
4.891139240506329,2.704155701824126,3.2217503182873507e-13,527384.756250016
4.891139240506329,2.783689693054247,182218326286470.88,432781.7175000132
4.891139240506329,2.863223684284369,189810992218742.9,336003.89625001024
4.891139240506329,2.94275767551449,193903311828896.78,240313.4662500073
4.891139240506329,3.022291666744611,196609837575936.84,143535.64500000436
4.891139240506329,3.1018256579747328,198240131078574.4,47845.21500000146
4.891139240506329,3.181359649204854,198381010932723.28,-47845.21500000146
4.891139240506329,3.2608936404349755,196738132359945.62,-143535.64500000436
4.891139240506329,3.3404276316650967,193831292411431.66,-240313.4662500073
4.891139240506329,3.419961622895218,189738723425284.66,-336003.89625001024
4.891139240506329,3.4994956141253395,182226958936924.22,-432781.7175000132
4.891139240506329,3.5790296053554607,6.779312605017324e-15,-527384.756250016
4.891139240506329,3.6585635965855823,6.065943663353081e-14,-811193.8725000247
4.891139240506329,3.7380975878157034,5.463325292579728e-13,-1024322.5575000312
4.891139240506329,3.817631579045825,2.1324802752913531e-13,-1242888.198750038
4.891139240506329,3.8971655702759462,3.581950102329796e-14,-1464716.0137500446
4.891139240506329,3.9766995615060674,1.82781101798485e-14,-1689806.0025000514
4.891139240506329,4.056233552736189,1.3609274809835504e-13,-1917070.7737500584
4.891139240506329,4.135767543966311,2.4838535082710652e-14,-2146510.3275000653
4.891139240506329,4.215301535196431,2.605150525053657e-14,-2382474.2287500724
4.891139240506329,4.294835526426553,2.508964039167315e-12,-2609739.0000000796
4.891139240506329,4.374369517656675,3.295058593417124e-14,-2837003.7712500864
4.891139240506329,4.453903508886795,1.3438744358207378e-14,-3066443.3250000933
4.891139240506329,4.533437500116917,1.1740186367427607e-12,-3293708.0962501
4.891139240506329,4.6129714913470385,7.951506491228403e-14,-3520972.8675001073
4.891139240506329,4.692505482577159,4.749659568672062e-14,-3746062.856250114
4.891139240506329,4.772039473807281,2.229539003915608e-12,-3973327.627500121
4.891139240506329,4.8515734650374025,8.233456849045026e-14,-4201679.790000128
4.891139240506329,4.931107456267524,6.464705576610585e-14,4287583.698750131
4.891139240506329,5.010641447497645,6.771333759439277e-14,4082066.7525001243
4.891139240506329,5.0901754387277665,5.520482548891776e-13,3874375.023750118
4.891139240506329,5.169709429957888,7.84981069510469e-14,3675382.425000112
4.891139240506329,5.249243421188009,8.108610417515738e-13,3478564.608750106
4.891139240506329,5.32877741241813,4.8848139940844193e-14,3282834.1837501
4.891139240506329,5.408311403648252,5.712703778726577e-13,3132774.191250095
4.891139240506329,5.487845394878374,4.291606237625825e-13,2944655.5050000898
4.891139240506329,5.567379386108494,2.5520119568691327e-13,2767410.731250084
4.891139240506329,5.646913377338616,2.0481038614989428e-13,2592340.740000079
4.891139240506329,5.726447368568738,4.551057861242085e-13,2429232.052500074
4.891139240506329,5.805981359798858,2.4716962819104105e-13,2258511.6262500687
4.891139240506329,5.88551535102898,6.933171232326953e-14,2091053.3737500636
4.891139240506329,5.9650493422591016,1.359398405035195e-13,1926857.2950000586
4.891139240506329,6.044583333489222,7.168372128550583e-13,1764835.9987500538
4.891139240506329,6.124117324719344,2.5261388613873535e-13,1606076.8762500489
4.891139240506329,6.2036513159494655,1.171202880157004e-13,1449492.5362500441
4.891139240506329,6.283185307179586,1.7905038857380895e-13,-3509011.563750107
4.946835443037974,0.0,2.7673920271931813e-13,-1263548.6325000385
4.946835443037974,0.07953399123012135,6.006120006819153e-13,-1412521.233750043
4.946835443037974,0.1590679824602427,7.438993232607406e-13,-1568018.1825000476
4.946835443037974,0.23860197369036407,1.0233616844346494e-13,-1728952.0875000525
4.946835443037974,0.3181359649204854,3.2720933949388625e-13,-1890973.3837500575
4.946835443037974,0.39766995615060674,1.8288317512669302e-13,-2056256.8537500626
4.946835443037974,0.47720394738072813,9.141693590951941e-13,-2224802.4975000676
4.946835443037974,0.5567379386108494,2.5354152056784745e-13,-2395522.9237500727
4.946835443037974,0.6362719298409708,2.2460170789362098e-13,-2561893.785000078
4.946835443037974,0.7158059210710922,4.0322155753000567e-13,-2736963.7762500835
4.946835443037974,0.7953399123012135,1.3423637394467733e-12,-2915295.9412500886
4.946835443037974,0.8748739035313349,4.943940146840257e-13,-3106676.8012500945
4.946835443037974,0.9544078947614563,1.4289652697812856e-14,-3250212.4462500988
4.946835443037974,1.0339418859915777,2.1710414324258298e-12,-3449205.045000105
4.946835443037974,1.1134758772216988,1.2062475082743872e-14,-3648197.643750111
4.946835443037974,1.1930098684518202,5.911838686270541e-15,-3850452.416250117
4.946835443037974,1.2725438596819416,5.0983688592961864e-14,-4055969.3625001237
4.946835443037974,1.352077850912063,1.8275360504621526e-15,-4243000.657500129
4.946835443037974,1.4316118421421844,2.697777983933056e-14,4229951.962500129
4.946835443037974,1.5111458333723056,9.558344173152841e-14,3996162.8437501215
4.946835443037974,1.590679824602427,5.175743223006987e-14,3769985.4637501147
4.946835443037974,1.6702138158325484,4.855748271462666e-13,3543808.083750108
4.946835443037974,1.7497478070626697,1.8034131259230984e-13,3316543.312500101
4.946835443037974,1.8292817982927911,1.5517140780033215e-12,3089278.541250094
4.946835443037974,1.9088157895229125,4.335935507862034e-14,2856576.813750087
4.946835443037974,1.9883497807530337,4.5715382748557937e-14,2627137.26000008
4.946835443037974,2.0678837719831553,1.0919846619140408e-14,2398785.097500073
4.946835443037974,2.1474177632132765,7.916429032034591e-14,2161733.805000066
4.946835443037974,2.2269517544433977,2.9611513958482536e-15,1933381.6425000587
4.946835443037974,2.3064857456735193,3.4404250709502826e-13,1703942.0887500518
4.946835443037974,2.3860197369036404,1.685431309097625e-13,1476677.317500045
4.946835443037974,2.465553728133762,1.717870196664229e-12,1252674.7200000382
4.946835443037974,2.5450877193638832,1.7019419597903882e-13,1034109.0787500314
4.946835443037974,2.6246217105940044,1.5699192240773283e-13,625249.968750019
4.946835443037974,2.704155701824126,188524348150997.84,529559.5387500161
4.946835443037974,2.783689693054247,195639337017132.66,432781.7175000132
4.946835443037974,2.863223684284369,201201709095313.84,336003.89625001024
4.946835443037974,2.94275767551449,205778286288625.62,240313.4662500073
4.946835443037974,3.022291666744611,208201526937269.44,143535.64500000436
4.946835443037974,3.1018256579747328,209671504843738.6,47845.21500000146
4.946835443037974,3.181359649204854,209816331791286.6,-47845.21500000146
4.946835443037974,3.2608936404349755,208467695631959.1,-143535.64500000436
4.946835443037974,3.3404276316650967,205394215335800.4,-240313.4662500073
4.946835443037974,3.419961622895218,201289768576925.34,-336003.89625001024
4.946835443037974,3.4994956141253395,195496529948652.5,-432781.7175000132
4.946835443037974,3.5790296053554607,188533482395750.53,-529559.5387500161
4.946835443037974,3.6585635965855823,1.1181863309813202e-13,-625249.968750019
4.946835443037974,3.7380975878157034,6.494543051850078e-15,-1034109.0787500314
4.946835443037974,3.817631579045825,1.0738198319716372e-14,-1252674.7200000382
4.946835443037974,3.8971655702759462,6.37075085924373e-15,-1476677.317500045
4.946835443037974,3.9766995615060674,1.0304069657428514e-15,-1703942.0887500518
4.946835443037974,4.056233552736189,1.4993903120512009e-13,-1933381.6425000587
4.946835443037974,4.135767543966311,8.810581244366888e-14,-2161733.805000066
4.946835443037974,4.215301535196431,9.711832720938046e-15,-2398785.097500073
4.946835443037974,4.294835526426553,5.085961530752883e-13,-2627137.26000008
4.946835443037974,4.374369517656675,4.573276688276828e-14,-2856576.813750087
4.946835443037974,4.453903508886795,6.266027743448771e-14,-3089278.541250094
4.946835443037974,4.533437500116917,8.237066000212739e-14,-3316543.312500101
4.946835443037974,4.6129714913470385,1.0706001551399871e-13,-3543808.083750108
4.946835443037974,4.692505482577159,2.861625638292464e-13,-3769985.4637501147
4.946835443037974,4.772039473807281,4.6416330963651174e-14,-3997250.235000122
4.946835443037974,4.8515734650374025,2.3640821414070285e-14,-4229951.962500129
4.946835443037974,4.931107456267524,1.1825812346331763e-13,4243000.657500129
4.946835443037974,5.010641447497645,2.755921656932662e-13,4055969.3625001237
4.946835443037974,5.0901754387277665,4.2641611646220654e-13,3850452.416250117
4.946835443037974,5.169709429957888,3.846635437306689e-14,3648197.643750111
4.946835443037974,5.249243421188009,4.431708950055851e-13,3449205.045000105
4.946835443037974,5.32877741241813,8.888233111232179e-15,3250212.4462500988
4.946835443037974,5.408311403648252,3.115263267583028e-14,3106676.8012500945
4.946835443037974,5.487845394878374,4.644036497603226e-14,2915295.9412500886
4.946835443037974,5.567379386108494,1.386825460864438e-13,2736963.7762500835
4.946835443037974,5.646913377338616,1.1559273075021933e-13,2561893.785000078
4.946835443037974,5.726447368568738,1.0058446757566739e-13,2395522.9237500727
4.946835443037974,5.805981359798858,9.416368806558209e-14,2224802.4975000676
4.946835443037974,5.88551535102898,1.4159015576956487e-13,2056256.8537500626
4.946835443037974,5.9650493422591016,1.0014049473457289e-13,1890973.3837500575
4.946835443037974,6.044583333489222,1.0062791586798561e-13,1728952.0875000525
4.946835443037974,6.124117324719344,1.1278679998136993e-13,1568018.1825000476
4.946835443037974,6.2036513159494655,1.8416399188290662e-13,1412521.233750043
4.946835443037974,6.283185307179586,2.7673920267788125e-13,-1263548.6325000385
5.00253164556962,0.0,7.619132350602151e-13,-1224402.5475000374
5.00253164556962,0.07953399123012135,1.0791553045167462e-12,-1375549.9312500418
5.00253164556962,0.1590679824602427,4.706659556528904e-13,-1529959.4887500466
5.00253164556962,0.23860197369036407,1.9916680494988114e-13,-3492700.6950001065
5.00253164556962,0.3181359649204854,8.960048560594178e-14,-1855089.4725000565
5.00253164556962,0.39766995615060674,8.304198028386008e-13,-2021460.3337500615
5.00253164556962,0.47720394738072813,1.2307239365628683e-13,-2191093.3687500665
5.00253164556962,0.5567379386108494,7.569071461520057e-13,-2362901.186250072
5.00253164556962,0.6362719298409708,5.228803738224244e-13,-2533621.612500077
5.00253164556962,0.7158059210710922,7.948045880040159e-14,-2706516.8212500825
5.00253164556962,0.7953399123012135,2.0464368969723343e-14,-2885936.377500088
5.00253164556962,0.8748739035313349,3.019528214036114e-14,-3066443.3250000933
5.00253164556962,0.9544078947614563,1.9317654802450187e-12,-3214328.535000098
5.00253164556962,1.0339418859915777,2.127341112189266e-13,-3422020.2637501042
5.00253164556962,1.1134758772216988,3.15606623879292e-13,-3618838.08000011
5.00253164556962,1.1930098684518202,6.55170120299371e-13,-3821092.8525001165
5.00253164556962,1.2725438596819416,1.1121451649310077e-13,-4025522.4075001227
5.00253164556962,1.352077850912063,7.208654371283059e-13,-4234301.527500129
5.00253164556962,1.4316118421421844,1.735919876443159e-14,4254961.961250129
5.00253164556962,1.5111458333723056,3.423180467501409e-13,4028784.5812501227
5.00253164556962,1.590679824602427,6.502815420108894e-14,3793908.0712501155
5.00253164556962,1.6702138158325484,1.4587168811917185e-14,3566643.300000109
5.00253164556962,1.7497478070626697,7.734339110343536e-13,3338291.1375001017
5.00253164556962,1.8292817982927911,1.7653794283253193e-12,3108851.5837500948
5.00253164556962,1.9088157895229125,1.5006137462332658e-12,2877237.2475000876
5.00253164556962,1.9883497807530337,3.717622234993286e-13,2644535.5200000806
5.00253164556962,2.0678837719831553,1.294771900898571e-13,2417270.7487500734
5.00253164556962,2.1474177632132765,2.7647493479129606e-13,2178044.673750066
5.00253164556962,2.2269517544433977,1.0704014373454717e-13,1948605.1200000593
5.00253164556962,2.3064857456735193,3.359366163655017e-14,1718078.1750000522
5.00253164556962,2.3860197369036404,4.4939821538340254e-13,1488638.6212500453
5.00253164556962,2.465553728133762,1.6393688681663037e-13,1263548.6325000385
5.00253164556962,2.5450877193638832,1.7794774241615068e-14,723115.181250022
5.00253164556962,2.6246217105940044,191408342989597.4,626337.3600000191
5.00253164556962,2.704155701824126,199949818430183.44,529559.5387500161
5.00253164556962,2.783689693054247,206966710939603.47,432781.7175000132
5.00253164556962,2.863223684284369,212638390261192.97,336003.89625001024
5.00253164556962,2.94275767551449,216754698678247.78,240313.4662500073
5.00253164556962,3.022291666744611,219887170823246.97,143535.64500000436
5.00253164556962,3.1018256579747328,221540689670457.4,47845.21500000146
5.00253164556962,3.181359649204854,221154343731522.1,-47845.21500000146
5.00253164556962,3.2608936404349755,219749978525671.38,-143535.64500000436
5.00253164556962,3.3404276316650967,216648396065993.75,-240313.4662500073
5.00253164556962,3.419961622895218,212797997009581.28,-336003.89625001024
5.00253164556962,3.4994956141253395,207038017188640.56,-432781.7175000132
5.00253164556962,3.5790296053554607,199877901486350.53,-529559.5387500161
5.00253164556962,3.6585635965855823,191406563158829.03,-626337.3600000191
5.00253164556962,3.7380975878157034,2.1942597393806904e-14,-723115.181250022
5.00253164556962,3.817631579045825,7.803972321125893e-14,-1263548.6325000385
5.00253164556962,3.8971655702759462,2.816227493933889e-14,-1488638.6212500453
5.00253164556962,3.9766995615060674,8.723852363148683e-15,-1718078.1750000522
5.00253164556962,4.056233552736189,2.0678086318754493e-14,-1948605.1200000593
5.00253164556962,4.135767543966311,4.540076332471161e-14,-2178044.673750066
5.00253164556962,4.215301535196431,1.6332261868081017e-14,-2417270.7487500734
5.00253164556962,4.294835526426553,8.10707816515868e-14,-2644535.5200000806
5.00253164556962,4.374369517656675,1.1262308453340416e-14,-2877237.2475000876
5.00253164556962,4.453903508886795,2.7958196778163294e-12,-3108851.5837500948
5.00253164556962,4.533437500116917,3.7151273518023863e-13,-3338291.1375001017
5.00253164556962,4.6129714913470385,1.299783886018048e-13,-3566643.300000109
5.00253164556962,4.692505482577159,4.986633290565529e-13,-3793908.0712501155
5.00253164556962,4.772039473807281,3.29643747774404e-14,-4028784.5812501227
5.00253164556962,4.8515734650374025,1.792029049488035e-13,-4254961.961250129
5.00253164556962,4.931107456267524,7.323280822152891e-15,4234301.527500129
5.00253164556962,5.010641447497645,2.9238125490617015e-13,4025522.4075001227
5.00253164556962,5.0901754387277665,6.158932528128444e-13,3821092.8525001165
5.00253164556962,5.169709429957888,1.1459208920125905e-14,3618838.08000011
5.00253164556962,5.249243421188009,1.404371943088878e-13,3422020.2637501042
5.00253164556962,5.32877741241813,2.3313353634223427e-13,3214328.535000098
5.00253164556962,5.408311403648252,1.084793866705796e-13,3066443.3250000933
5.00253164556962,5.487845394878374,1.481750574002e-14,2885936.377500088
5.00253164556962,5.567379386108494,1.2160871311618293e-13,2706516.8212500825
5.00253164556962,5.646913377338616,3.005128382295866e-13,2533621.612500077
5.00253164556962,5.726447368568738,1.9689052230281523e-13,2362901.186250072
5.00253164556962,5.805981359798858,9.181764265609649e-14,2191093.3687500665
5.00253164556962,5.88551535102898,2.1581696354661352e-13,2021460.3337500615
5.00253164556962,5.9650493422591016,1.0024294922593837e-12,1855089.4725000565
5.00253164556962,6.044583333489222,1.6428223748392484e-13,3492700.6950001065
5.00253164556962,6.124117324719344,1.0585183098726672e-13,1529959.4887500466
5.00253164556962,6.2036513159494655,3.737598864647098e-13,1375549.9312500418
5.00253164556962,6.283185307179586,7.619132350262358e-13,-1224402.5475000374
5.058227848101266,0.0,2.2911721954225434e-13,-3401359.8300001035
5.058227848101266,0.07953399123012135,7.830424645882188e-14,-1339666.0200000408
5.058227848101266,0.1590679824602427,9.345873042422221e-14,-3427457.2200001045
5.058227848101266,0.23860197369036407,3.744415076235756e-13,-1653922.0912500503
5.058227848101266,0.3181359649204854,1.6735023946752744e-13,-1819205.5612500554
5.058227848101266,0.39766995615060674,2.928330193730433e-13,-1986663.8137500605
5.058227848101266,0.47720394738072813,8.154192741797633e-13,-2156296.8487500655
5.058227848101266,0.5567379386108494,4.840506045144786e-13,-2329192.057500071
5.058227848101266,0.6362719298409708,6.936456267020651e-14,-2504262.0487500764
5.058227848101266,0.7158059210710922,4.4521209055567735e-13,-2676069.8662500815
5.058227848101266,0.7953399123012135,3.5615769059805286e-13,-2855489.422500087
5.058227848101266,0.8748739035313349,2.0066336174355007e-13,-3037083.7612500926
5.058227848101266,0.9544078947614563,5.682179624413087e-13,-3216503.3175000977
5.058227848101266,1.0339418859915777,2.1787489950507175e-12,-3390485.9175001034
5.058227848101266,1.1134758772216988,7.583909361365648e-15,-3589478.5162501093
5.058227848101266,1.1930098684518202,2.8907285973331676e-13,-3794995.4625001154
5.058227848101266,1.2725438596819416,2.688902625381877e-14,-4000512.408750122
5.058227848101266,1.352077850912063,7.110182392675997e-15,-4206029.355000128
5.058227848101266,1.4316118421421844,4.12524054267719e-15,4257136.74375013
5.058227848101266,1.5111458333723056,3.720803991660898e-15,4052707.188750123
5.058227848101266,1.590679824602427,1.7396825267927816e-13,3817830.6787501164
5.058227848101266,1.6702138158325484,1.2694033962261046e-13,3590565.907500109
5.058227848101266,1.7497478070626697,8.282967969882591e-14,3360038.9625001024
5.058227848101266,1.8292817982927911,2.1138466584941526e-14,3128424.626250095
5.058227848101266,1.9088157895229125,1.142767354389256e-14,2896810.290000088
5.058227848101266,1.9883497807530337,2.3017345124612082e-14,2661933.780000081
5.058227848101266,2.0678837719831553,1.5171898524796403e-14,2432494.226250074
5.058227848101266,2.1474177632132765,2.4816715772113615e-12,2193268.1512500667
5.058227848101266,2.2269517544433977,6.905801106791894e-14,1964915.9887500599
5.058227848101266,2.3064857456735193,3.750173622681314e-14,1732214.2612500528
5.058227848101266,2.3860197369036404,2.0132651639568133e-13,1499512.5337500456
5.058227848101266,2.465553728133762,5.114617595922863e-13,822067.7850000251
5.058227848101266,2.5450877193638832,192884966660874.84,724202.572500022
5.058227848101266,2.6246217105940044,203050750808070.5,626337.3600000191
5.058227848101266,2.704155701824126,211309750726032.44,529559.5387500161
5.058227848101266,2.783689693054247,218415225809983.66,432781.7175000132
5.058227848101266,2.863223684284369,224148156487740.0,336003.89625001024
5.058227848101266,2.94275767551449,228620480389480.12,240313.4662500073
5.058227848101266,3.022291666744611,231464698094831.0,143535.64500000436
5.058227848101266,3.1018256579747328,232747845356328.78,47845.21500000146
5.058227848101266,3.181359649204854,232844749432195.88,-47845.21500000146
5.058227848101266,3.2608936404349755,231589523013846.75,-143535.64500000436
5.058227848101266,3.3404276316650967,228550264502800.2,-240313.4662500073
5.058227848101266,3.419961622895218,224046073906418.44,-336003.89625001024
5.058227848101266,3.4994956141253395,218410796461429.03,-432781.7175000132
5.058227848101266,3.5790296053554607,211295839712590.06,-529559.5387500161
5.058227848101266,3.6585635965855823,202807232341279.66,-626337.3600000191
5.058227848101266,3.7380975878157034,192883431905023.25,-724202.572500022
5.058227848101266,3.817631579045825,4.405316545152216e-15,-822067.7850000251
5.058227848101266,3.8971655702759462,7.297081136366037e-14,-1499512.5337500456
5.058227848101266,3.9766995615060674,2.7814437080164534e-14,-1732214.2612500528
5.058227848101266,4.056233552736189,2.7613679880216593e-13,-1964915.9887500599
5.058227848101266,4.135767543966311,6.21185786180116e-13,-2193268.1512500667
5.058227848101266,4.215301535196431,5.74053288926511e-14,-2433581.617500074
5.058227848101266,4.294835526426553,7.819410119036262e-15,-2661933.780000081
5.058227848101266,4.374369517656675,2.6813043768739297e-14,-2896810.290000088
5.058227848101266,4.453903508886795,6.988913616653443e-14,-3128424.626250095
5.058227848101266,4.533437500116917,2.993640887826346e-14,-3360038.9625001024
5.058227848101266,4.6129714913470385,2.691102386124172e-13,-3589478.5162501093
5.058227848101266,4.692505482577159,2.460081678284506e-14,-3817830.6787501164
5.058227848101266,4.772039473807281,2.1878033789480595e-15,-4052707.188750123
5.058227848101266,4.8515734650374025,3.8964034328572815e-14,-4257136.74375013
5.058227848101266,4.931107456267524,1.6788410902275989e-15,4206029.355000128
5.058227848101266,5.010641447497645,1.0622422602551666e-14,4000512.408750122
5.058227848101266,5.0901754387277665,7.944791246359861e-14,3794995.4625001154
5.058227848101266,5.169709429957888,1.4781942287713622e-13,3589478.5162501093
5.058227848101266,5.249243421188009,1.377359698876758e-13,3390485.9175001034
5.058227848101266,5.32877741241813,8.786493808624765e-14,3216503.3175000977
5.058227848101266,5.408311403648252,1.2945082098973696e-12,3037083.7612500926
5.058227848101266,5.487845394878374,2.5929526906892915e-12,2855489.422500087
5.058227848101266,5.567379386108494,1.4713725207148893e-13,2676069.8662500815
5.058227848101266,5.646913377338616,9.25501945671996e-14,2504262.0487500764
5.058227848101266,5.726447368568738,6.22145052623283e-14,2329192.057500071
5.058227848101266,5.805981359798858,9.362188485482138e-13,2156296.8487500655
5.058227848101266,5.88551535102898,1.3395518788093713e-13,1986663.8137500605
