Gain [dB],Phase [rad],Amplitude [dBm]
4.3492,4.931145432071071,-45.3248291015625
4.3492,5.011147791544948,-45.48964691162109
4.3492,5.0901501215254,-45.464393615722656
4.3492,5.170152480999278,-45.55552673339844
4.3492,5.2491548109797295,-45.55126190185547
4.3492,5.329157170453607,-45.47228240966797
4.3492,5.408159500434061,-45.399208068847656
4.3492,5.488161859907938,-45.54674530029297
4.3492,5.56716418988839,-45.34162902832031
4.3492,5.647166549362267,-45.59899139404297
4.3492,5.72616887934272,-45.51597595214844
4.3492,5.806171238816597,-45.51161956787109
4.3492,5.886173598290473,-45.40060424804688
4.3492,5.965175928270926,-45.61931610107422
4.3492,6.045178287744803,-45.59585571289063
4.3492,6.124180617725256,-45.28797912597656
4.3492,6.204182977199133,-45.59044647216797
4.3492,6.283185307179586,-45.54621124267578
4.4797,0.0,-45.511512756347656
4.4797,0.08000235947387664,-45.64195251464844
4.4797,0.1590046894543298,-45.44965362548828
4.4797,0.23900704892820643,-45.33489990234375
4.4797,0.3180093789086596,-45.494903564453125
4.4797,0.3980117383825363,-45.59687042236328
4.4797,0.4770140683629894,-45.53439331054688
4.4797,0.5570164278368661,-45.54393005371094
4.4797,0.6360187578173192,-45.603248596191406
4.4797,0.7160211172911958,-45.305213928222656
4.4797,0.7950234472716491,-45.47371673583984
4.4797,0.8750258067455255,-45.50864410400391
4.4797,0.9540281367259787,-45.54722595214844
4.4797,1.0340304961998557,-45.53474426269531
4.4797,1.1130328261803086,-45.513946533203125
4.4797,1.1930351856541854,-45.50460815429688
4.4797,1.2730375451280618,-45.53831481933594
4.4797,1.3520398751085152,-45.453857421875
4.4797,1.4320422345823915,-45.58248901367188
4.4797,1.5110445645628447,-45.52177429199219
4.4797,1.5910469240367215,-45.52998352050781
4.4797,1.6700492540171747,-45.02796936035156
4.4797,1.750051613491051,-45.49454498291016
4.4797,1.8290539434715043,-45.47352600097656
4.4797,1.909056302945381,-45.33113098144531
4.4797,1.9880586329258343,-45.47769927978516
4.4797,2.0680609923997113,-45.380958557128906
4.4797,2.147063322380164,-45.41851806640625
4.4797,2.2270656818540404,-45.56663513183594
4.4797,2.306068011834494,-45.44378662109375
4.4797,2.386070371308371,-45.46617126464844
4.4797,2.466072730782247,-45.45764923095703
4.4797,2.5450750607627,-45.54780578613281
4.4797,2.6250774202365768,-45.26209259033203
4.4797,2.7040797502170304,-45.300270080566406
4.4797,2.7840821096909063,-45.552879333496094
4.4797,2.86308443967136,-45.55682373046875
4.4797,2.9430867991452363,-45.263671875
4.4797,3.0220891291256895,-39.54387664794922
4.4797,3.1020914885995663,-35.51777648925781
4.4797,3.18109381858002,-32.561893463134766
4.4797,3.2610961780538963,-34.84638214111328
4.4797,3.3400985080343495,-45.41117858886719
4.4797,3.420100867508226,-45.547340393066406
4.4797,3.499103197488679,-45.41007995605469
4.4797,3.5791055569625563,-45.48385620117188
4.4797,3.6591079164364317,-45.404762268066406
4.4797,3.738110246416886,-45.57612609863281
4.4797,3.818112605890762,-45.27994537353516
4.4797,3.8971149358712154,-45.4937744140625
4.4797,3.9771172953450917,-45.60041046142578
4.4797,4.056119625325545,-45.58434295654297
4.4797,4.136121984799423,-45.49452972412109
4.4797,4.2151243147798745,-45.53639221191406
4.4797,4.295126674253751,-45.523773193359375
4.4797,4.374129004234204,-45.49745941162109
4.4797,4.454131363708081,-45.3984375
4.4797,4.5331336936885345,-45.38159942626953
4.4797,4.613136053162412,-45.53038024902344
4.4797,4.693138412636288,-45.34023284912109
4.4797,4.772140742616742,-45.435157775878906
4.4797,4.852143102090618,-45.56104278564453
4.4797,4.931145432071071,-45.27794647216797
4.4797,5.011147791544948,-45.55064392089844
4.4797,5.0901501215254,-45.50691223144531
4.4797,5.170152480999278,-45.52626800537109
4.4797,5.2491548109797295,-45.59925842285156
4.4797,5.329157170453607,-45.41328430175781
4.4797,5.408159500434061,-45.50878143310547
4.4797,5.488161859907938,-45.55116271972656
4.4797,5.56716418988839,-45.41224670410156
4.4797,5.647166549362267,-45.48051452636719
4.4797,5.72616887934272,-45.55781555175781
4.4797,5.806171238816597,-45.43230438232422
4.4797,5.886173598290473,-45.45990753173828
4.4797,5.965175928270926,-45.49217987060547
4.4797,6.045178287744803,-45.489036560058594
4.4797,6.124180617725256,-45.279083251953125
4.4797,6.204182977199133,-45.49869537353516
4.4797,6.283185307179586,-45.56241607666016
4.6102,0.0,-45.530006408691406
4.6102,0.08000235947387664,-45.49044799804688
4.6102,0.1590046894543298,-45.49497985839844
4.6102,0.23900704892820643,-45.55012512207031
4.6102,0.3180093789086596,-45.587982177734375
4.6102,0.3980117383825363,-45.458961486816406
4.6102,0.4770140683629894,-45.50920104980469
4.6102,0.5570164278368661,-45.40415954589844
4.6102,0.6360187578173192,-45.54017639160156
4.6102,0.7160211172911958,-45.57450866699219
4.6102,0.7950234472716491,-45.45460510253906
4.6102,0.8750258067455255,-45.54882049560547
4.6102,0.9540281367259787,-45.453224182128906
4.6102,1.0340304961998557,-45.485618591308594
4.6102,1.1130328261803086,-45.542327880859375
4.6102,1.1930351856541854,-45.45855712890625
4.6102,1.2730375451280618,-45.435340881347656
4.6102,1.3520398751085152,-45.54473876953125
4.6102,1.4320422345823915,-45.57929992675781
4.6102,1.5110445645628447,-45.35897064208984
4.6102,1.5910469240367215,-45.56299591064453
4.6102,1.6700492540171747,-45.52145385742188
4.6102,1.750051613491051,-45.60050201416016
4.6102,1.8290539434715043,-45.40294647216797
4.6102,1.909056302945381,-45.52067565917969
4.6102,1.9880586329258343,-45.546295166015625
4.6102,2.0680609923997113,-45.44309997558594
4.6102,2.147063322380164,-45.57459259033203
4.6102,2.2270656818540404,-45.559669494628906
4.6102,2.306068011834494,-45.41333770751953
4.6102,2.386070371308371,-45.58659362792969
4.6102,2.466072730782247,-45.549835205078125
4.6102,2.5450750607627,-31.703147888183597
4.6102,2.6250774202365768,-30.93135452270508
4.6102,2.7040797502170304,-26.218902587890625
4.6102,2.7840821096909063,-24.200767517089844
4.6102,2.86308443967136,-26.091144561767575
4.6102,2.9430867991452363,-23.70441055297852
4.6102,3.0220891291256895,-22.981201171875
4.6102,3.1020914885995663,-23.14760971069336
4.6102,3.18109381858002,-23.44618225097656
4.6102,3.2610961780538963,-23.192562103271484
4.6102,3.3400985080343495,-23.780956268310547
4.6102,3.420100867508226,-26.16463851928711
4.6102,3.499103197488679,-24.78971099853516
4.6102,3.5791055569625563,-28.85184097290039
4.6102,3.6591079164364317,-45.45309448242188
4.6102,3.738110246416886,-45.47697448730469
4.6102,3.818112605890762,-45.391998291015625
4.6102,3.8971149358712154,-45.48340606689453
4.6102,3.9771172953450917,-45.58129119873047
4.6102,4.056119625325545,-45.5792236328125
4.6102,4.136121984799423,-45.58057403564453
4.6102,4.2151243147798745,-45.219993591308594
4.6102,4.295126674253751,-45.58033752441406
4.6102,4.374129004234204,-45.61054992675781
4.6102,4.454131363708081,-45.38551330566406
4.6102,4.5331336936885345,-45.41895294189453
4.6102,4.613136053162412,-45.40839385986328
4.6102,4.693138412636288,-45.399864196777344
4.6102,4.772140742616742,-45.59087371826172
4.6102,4.852143102090618,-45.37493133544922
4.6102,4.931145432071071,-45.49132537841797
4.6102,5.011147791544948,-45.39546203613281
4.6102,5.0901501215254,-45.45203399658203
4.6102,5.170152480999278,-45.514434814453125
4.6102,5.2491548109797295,-45.22068786621094
4.6102,5.329157170453607,-45.295318603515625
4.6102,5.408159500434061,-45.53993225097656
4.6102,5.488161859907938,-45.5780029296875
4.6102,5.56716418988839,-45.54143524169922
4.6102,5.647166549362267,-45.51753234863281
4.6102,5.72616887934272,-45.42620849609375
4.6102,5.806171238816597,-45.56856536865234
4.6102,5.886173598290473,-45.34142303466797
4.6102,5.965175928270926,-45.56258392333984
4.6102,6.045178287744803,-45.24365997314453
4.6102,6.124180617725256,-45.344329833984375
4.6102,6.204182977199133,-45.54509735107422
4.6102,6.283185307179586,-45.411895751953125
4.7407,0.0,-45.56730651855469
4.7407,0.08000235947387664,-45.45471954345703
4.7407,0.1590046894543298,-45.544525146484375
4.7407,0.23900704892820643,-45.462181091308594
4.7407,0.3180093789086596,-45.22639465332031
4.7407,0.3980117383825363,-45.56013488769531
4.7407,0.4770140683629894,-45.496826171875
4.7407,0.5570164278368661,-45.49061584472656
4.7407,0.6360187578173192,-45.54414367675781
4.7407,0.7160211172911958,-45.3214111328125
4.7407,0.7950234472716491,-45.50428771972656
4.7407,0.8750258067455255,-45.36505889892578
4.7407,0.9540281367259787,-45.37115478515625
4.7407,1.0340304961998557,-45.55180358886719
4.7407,1.1130328261803086,-45.52700805664063
4.7407,1.1930351856541854,-45.60609436035156
4.7407,1.2730375451280618,-45.281471252441406
4.7407,1.3520398751085152,-45.387939453125
4.7407,1.4320422345823915,-45.50069427490234
4.7407,1.5110445645628447,-45.530067443847656
4.7407,1.5910469240367215,-45.50717926025391
4.7407,1.6700492540171747,-45.4317626953125
4.7407,1.750051613491051,-45.46470642089844
4.7407,1.8290539434715043,-45.55908203125
4.7407,1.909056302945381,-45.53502655029297
4.7407,1.9880586329258343,-45.59383392333984
4.7407,2.0680609923997113,-45.51503753662109
4.7407,2.147063322380164,-26.666015625
4.7407,2.2270656818540404,-22.38061141967773
4.7407,2.306068011834494,-21.93545150756836
4.7407,2.386070371308371,-19.799659729003903
4.7407,2.466072730782247,-19.84001922607422
4.7407,2.5450750607627,-19.335723876953125
4.7407,2.6250774202365768,-18.11070251464844
4.7407,2.7040797502170304,-18.277568817138672
4.7407,2.7840821096909063,-17.546283721923828
4.7407,2.86308443967136,-17.08124542236328
4.7407,2.9430867991452363,-16.840675354003906
4.7407,3.0220891291256895,-17.082992553710938
4.7407,3.1020914885995663,-17.362091064453125
4.7407,3.18109381858002,-17.507678985595703
4.7407,3.2610961780538963,-17.79517364501953
4.7407,3.3400985080343495,-17.557022094726562
4.7407,3.420100867508226,-19.03357315063477
4.7407,3.499103197488679,-19.60958480834961
4.7407,3.5791055569625563,-20.48778915405273
4.7407,3.6591079164364317,-21.8917236328125
4.7407,3.738110246416886,-24.08936309814453
4.7407,3.818112605890762,-27.838306427001957
4.7407,3.8971149358712154,-44.63106536865234
4.7407,3.9771172953450917,-45.533599853515625
4.7407,4.056119625325545,-45.54290008544922
4.7407,4.136121984799423,-45.539527893066406
4.7407,4.2151243147798745,-45.51545715332031
4.7407,4.295126674253751,-45.32708740234375
4.7407,4.374129004234204,-45.39208984375
4.7407,4.454131363708081,-45.53610229492188
4.7407,4.5331336936885345,-45.488990783691406
4.7407,4.613136053162412,-45.5174560546875
4.7407,4.693138412636288,-45.54163360595703
4.7407,4.772140742616742,-45.41858673095703
4.7407,4.852143102090618,-45.51606750488281
4.7407,4.931145432071071,-45.44880676269531
4.7407,5.011147791544948,-45.44474792480469
4.7407,5.0901501215254,-45.51338958740234
4.7407,5.170152480999278,-45.4501953125
4.7407,5.2491548109797295,-45.51411437988281
4.7407,5.329157170453607,-45.39517974853516
4.7407,5.408159500434061,-45.538330078125
4.7407,5.488161859907938,-45.52300262451172
4.7407,5.56716418988839,-45.42851257324219
4.7407,5.647166549362267,-45.519561767578125
4.7407,5.72616887934272,-45.56365203857422
4.7407,5.806171238816597,-45.67510223388672
4.7407,5.886173598290473,-45.53302001953125
4.7407,5.965175928270926,-45.52208709716797
4.7407,6.045178287744803,-45.63329315185547
4.7407,6.124180617725256,-45.517372131347656
4.7407,6.204182977199133,-45.39299011230469
4.7407,6.283185307179586,-45.54682922363281
4.8712,0.0,-45.573036193847656
4.8712,0.08000235947387664,-45.4725341796875
4.8712,0.1590046894543298,-45.530067443847656
4.8712,0.23900704892820643,-45.37364959716797
4.8712,0.3180093789086596,-45.52070617675781
4.8712,0.3980117383825363,-45.57258605957031
4.8712,0.4770140683629894,-45.49236297607422
4.8712,0.5570164278368661,-45.48039245605469
4.8712,0.6360187578173192,-45.271141052246094
4.8712,0.7160211172911958,-45.39669799804688
4.8712,0.7950234472716491,-45.50432586669922
4.8712,0.8750258067455255,-45.51103973388672
4.8712,0.9540281367259787,-45.50037384033203
4.8712,1.0340304961998557,-45.53144073486328
4.8712,1.1130328261803086,-45.60589599609375
4.8712,1.1930351856541854,-45.50951385498047
4.8712,1.2730375451280618,-45.49934387207031
4.8712,1.3520398751085152,-45.477783203125
4.8712,1.4320422345823915,-45.46820068359375
4.8712,1.5110445645628447,-45.452781677246094
4.8712,1.5910469240367215,-45.4627685546875
4.8712,1.6700492540171747,-45.489219665527344
4.8712,1.750051613491051,-45.334434509277344
4.8712,1.8290539434715043,-45.6093978881836
4.8712,1.909056302945381,-28.534744262695312
4.8712,1.9880586329258343,-22.00039291381836
4.8712,2.0680609923997113,-18.924755096435547
4.8712,2.147063322380164,-18.62972640991211
4.8712,2.2270656818540404,-17.572853088378906
4.8712,2.306068011834494,-16.684368133544922
4.8712,2.386070371308371,-16.285423278808594
4.8712,2.466072730782247,-16.010826110839844
4.8712,2.5450750607627,-15.730712890625
4.8712,2.6250774202365768,-15.331741333007812
4.8712,2.7040797502170304,-15.39520263671875
4.8712,2.7840821096909063,-15.886661529541016
4.8712,2.86308443967136,-15.528888702392578
4.8712,2.9430867991452363,-15.52606964111328
4.8712,3.0220891291256895,-15.500473022460938
4.8712,3.1020914885995663,-15.161624908447266
4.8712,3.18109381858002,-15.78701400756836
4.8712,3.2610961780538963,-15.777851104736328
4.8712,3.3400985080343495,-16.316654205322266
4.8712,3.420100867508226,-16.225570678710938
4.8712,3.499103197488679,-16.87548828125
4.8712,3.5791055569625563,-17.520244598388672
4.8712,3.6591079164364317,-18.45873260498047
4.8712,3.738110246416886,-19.60258102416992
4.8712,3.818112605890762,-21.20811462402344
4.8712,3.8971149358712154,-23.586544036865234
4.8712,3.9771172953450917,-28.24285125732422
4.8712,4.056119625325545,-45.514442443847656
4.8712,4.136121984799423,-45.34162902832031
4.8712,4.2151243147798745,-45.47502899169922
4.8712,4.295126674253751,-45.468299865722656
4.8712,4.374129004234204,-45.40125274658203
4.8712,4.454131363708081,-45.462493896484375
4.8712,4.5331336936885345,-45.54024505615234
4.8712,4.613136053162412,-45.562049865722656
4.8712,4.693138412636288,-45.409400939941406
4.8712,4.772140742616742,-45.425743103027344
4.8712,4.852143102090618,-45.36122894287109
4.8712,4.931145432071071,-45.46204376220703
4.8712,5.011147791544948,-45.344993591308594
4.8712,5.0901501215254,-45.314674377441406
4.8712,5.170152480999278,-45.56432342529297
4.8712,5.2491548109797295,-45.437530517578125
4.8712,5.329157170453607,-45.448951721191406
4.8712,5.408159500434061,-45.58761596679688
4.8712,5.488161859907938,-45.44149017333984
4.8712,5.56716418988839,-45.46314239501953
4.8712,5.647166549362267,-45.59779357910156
4.8712,5.72616887934272,-45.51464080810547
4.8712,5.806171238816597,-45.4742431640625
4.8712,5.886173598290473,-45.510475158691406
4.8712,5.965175928270926,-45.488426208496094
4.8712,6.045178287744803,-45.531837463378906
4.8712,6.124180617725256,-45.49113464355469
4.8712,6.204182977199133,-45.4956283569336
4.8712,6.283185307179586,-45.34733581542969
5.0017,0.0,-45.52913665771485
5.0017,0.08000235947387664,-45.43489074707031
5.0017,0.1590046894543298,-45.37352752685547
5.0017,0.23900704892820643,-45.39640045166016
5.0017,0.3180093789086596,-45.44953918457031
5.0017,0.3980117383825363,-45.54285430908203
5.0017,0.4770140683629894,-45.54515838623047
5.0017,0.5570164278368661,-45.625099182128906
5.0017,0.6360187578173192,-45.55039978027344
5.0017,0.7160211172911958,-45.31610107421875
5.0017,0.7950234472716491,-45.58985900878906
5.0017,0.8750258067455255,-45.65787506103516
5.0017,0.9540281367259787,-45.47112274169922
5.0017,1.0340304961998557,-45.437767028808594
5.0017,1.1130328261803086,-45.40837860107422
5.0017,1.1930351856541854,-45.47138977050781
5.0017,1.2730375451280618,-45.54440307617188
5.0017,1.3520398751085152,-45.54442596435547
5.0017,1.4320422345823915,-45.452972412109375
5.0017,1.5110445645628447,-45.49180603027344
5.0017,1.5910469240367215,-45.42162322998047
5.0017,1.6700492540171747,-45.646514892578125
5.0017,1.750051613491051,-27.2681884765625
5.0017,1.8290539434715043,-21.23453140258789
5.0017,1.909056302945381,-17.541820526123047
5.0017,1.9880586329258343,-16.675891876220703
5.0017,2.0680609923997113,-15.82577133178711
5.0017,2.147063322380164,-15.561237335205078
5.0017,2.2270656818540404,-14.284900665283203
5.0017,2.306068011834494,-14.30866241455078
5.0017,2.386070371308371,-14.094303131103516
5.0017,2.466072730782247,-13.7164306640625
5.0017,2.5450750607627,-13.180400848388672
5.0017,2.6250774202365768,-14.07257080078125
5.0017,2.7040797502170304,-13.76067352294922
5.0017,2.7840821096909063,-13.584251403808594
5.0017,2.86308443967136,-13.552757263183594
5.0017,2.9430867991452363,-13.766380310058594
5.0017,3.0220891291256895,-13.517833709716797
5.0017,3.1020914885995663,-13.866836547851562
5.0017,3.18109381858002,-13.878124237060549
5.0017,3.2610961780538963,-14.263229370117188
5.0017,3.3400985080343495,-14.218910217285156
5.0017,3.420100867508226,-14.471996307373049
5.0017,3.499103197488679,-15.318187713623049
5.0017,3.5791055569625563,-15.52692413330078
5.0017,3.6591079164364317,-16.0601806640625
5.0017,3.738110246416886,-17.039352416992188
5.0017,3.818112605890762,-18.06786727905273
5.0017,3.8971149358712154,-20.43319320678711
5.0017,3.9771172953450917,-22.743770599365234
5.0017,4.056119625325545,-27.790454864501957
5.0017,4.136121984799423,-45.538047790527344
5.0017,4.2151243147798745,-45.53936767578125
5.0017,4.295126674253751,-45.43913269042969
5.0017,4.374129004234204,-45.42163848876953
5.0017,4.454131363708081,-45.55195617675781
5.0017,4.5331336936885345,-45.440162658691406
5.0017,4.613136053162412,-45.432106018066406
5.0017,4.693138412636288,-45.518310546875
5.0017,4.772140742616742,-45.52172088623047
5.0017,4.852143102090618,-45.28105926513672
5.0017,4.931145432071071,-45.410194396972656
5.0017,5.011147791544948,-45.34758758544922
5.0017,5.0901501215254,-45.38490295410156
5.0017,5.170152480999278,-45.4458236694336
5.0017,5.2491548109797295,-45.47721099853516
5.0017,5.329157170453607,-45.410133361816406
5.0017,5.408159500434061,-45.56060791015625
5.0017,5.488161859907938,-45.45186614990234
5.0017,5.56716418988839,-45.57295989990234
5.0017,5.647166549362267,-45.43262481689453
5.0017,5.72616887934272,-45.46451568603516
5.0017,5.806171238816597,-45.478309631347656
5.0017,5.886173598290473,-45.46318817138672
5.0017,5.965175928270926,-45.39630126953125
5.0017,6.045178287744803,-45.47428131103516
5.0017,6.124180617725256,-45.51673126220703
5.0017,6.204182977199133,-45.51788330078125
5.0017,6.283185307179586,-45.440467834472656
5.1322,0.0,-45.50691986083984
5.1322,0.08000235947387664,-45.56014251708984
5.1322,0.1590046894543298,-45.40894317626953
5.1322,0.23900704892820643,-45.52458190917969
5.1322,0.3180093789086596,-45.56694030761719
5.1322,0.3980117383825363,-45.41314697265625
5.1322,0.4770140683629894,-45.42591094970703
5.1322,0.5570164278368661,-45.482269287109375
5.1322,0.6360187578173192,-45.37570190429688
5.1322,0.7160211172911958,-45.60856628417969
5.1322,0.7950234472716491,-45.20685577392578
5.1322,0.8750258067455255,-45.520164489746094
5.1322,0.9540281367259787,-45.560813903808594
5.1322,1.0340304961998557,-45.44367218017578
5.1322,1.1130328261803086,-45.61448669433594
5.1322,1.1930351856541854,-45.41419219970703
5.1322,1.2730375451280618,-45.54266357421875
5.1322,1.3520398751085152,-45.532012939453125
5.1322,1.4320422345823915,-45.35972595214844
5.1322,1.5110445645628447,-45.41793823242188
5.1322,1.5910469240367215,-45.29653930664063
5.1322,1.6700492540171747,-20.29401016235352
5.1322,1.750051613491051,-16.639217376708984
5.1322,1.8290539434715043,-15.45401382446289
5.1322,1.909056302945381,-14.402023315429688
5.1322,1.9880586329258343,-13.707622528076172
5.1322,2.0680609923997113,-13.018123626708984
5.1322,2.147063322380164,-12.650470733642578
5.1322,2.2270656818540404,-12.141159057617188
5.1322,2.306068011834494,-11.77115249633789
5.1322,2.386070371308371,-11.58271598815918
5.1322,2.466072730782247,-11.658279418945312
5.1322,2.5450750607627,-12.040035247802734
5.1322,2.6250774202365768,-11.853042602539062
5.1322,2.7040797502170304,-11.618343353271484
5.1322,2.7840821096909063,-12.234825134277344
5.1322,2.86308443967136,-12.101421356201172
5.1322,2.9430867991452363,-11.825166702270508
5.1322,3.0220891291256895,-12.12557601928711
5.1322,3.1020914885995663,-11.677392959594728
5.1322,3.18109381858002,-12.141098022460938
5.1322,3.2610961780538963,-12.58111572265625
5.1322,3.3400985080343495,-12.882946014404297
5.1322,3.420100867508226,-12.8382568359375
5.1322,3.499103197488679,-13.39877700805664
5.1322,3.5791055569625563,-13.93350601196289
5.1322,3.6591079164364317,-14.354381561279297
5.1322,3.738110246416886,-15.220458984375
5.1322,3.818112605890762,-16.301368713378906
5.1322,3.8971149358712154,-16.637008666992188
5.1322,3.9771172953450917,-17.732807159423828
5.1322,4.056119625325545,-19.554149627685547
5.1322,4.136121984799423,-22.07109832763672
5.1322,4.2151243147798745,-28.81710433959961
5.1322,4.295126674253751,-45.45983123779297
5.1322,4.374129004234204,-45.36017608642578
5.1322,4.454131363708081,-45.10270690917969
5.1322,4.5331336936885345,-45.56736755371094
5.1322,4.613136053162412,-45.45265197753906
5.1322,4.693138412636288,-45.57305908203125
5.1322,4.772140742616742,-45.58757019042969
5.1322,4.852143102090618,-45.59136199951172
5.1322,4.931145432071071,-45.43649291992188
5.1322,5.011147791544948,-45.554832458496094
5.1322,5.0901501215254,-45.41008758544922
5.1322,5.170152480999278,-45.38019561767578
5.1322,5.2491548109797295,-45.50376892089844
5.1322,5.329157170453607,-45.509368896484375
5.1322,5.408159500434061,-45.5434799194336
5.1322,5.488161859907938,-45.417030334472656
5.1322,5.56716418988839,-45.49967956542969
5.1322,5.647166549362267,-45.48548889160156
5.1322,5.72616887934272,-45.34336853027344
5.1322,5.806171238816597,-45.5439682006836
5.1322,5.886173598290473,-45.45684814453125
5.1322,5.965175928270926,-45.44567108154297
5.1322,6.045178287744803,-45.4580078125
5.1322,6.124180617725256,-45.57144165039063
5.1322,6.204182977199133,-45.444618225097656
5.1322,6.283185307179586,-45.537254333496094
5.2627,0.0,-45.52558135986328
5.2627,0.08000235947387664,-45.46295928955078
5.2627,0.1590046894543298,-45.48286437988281
5.2627,0.23900704892820643,-45.48745727539063
5.2627,0.3180093789086596,-45.55628967285156
5.2627,0.3980117383825363,-45.54480743408203
5.2627,0.4770140683629894,-45.50306701660156
5.2627,0.5570164278368661,-45.59040832519531
5.2627,0.6360187578173192,-45.58710479736328
5.2627,0.7160211172911958,-45.264747619628906
5.2627,0.7950234472716491,-45.50119018554688
5.2627,0.8750258067455255,-45.52231597900391
5.2627,0.9540281367259787,-45.561553955078125
5.2627,1.0340304961998557,-45.28993988037109
5.2627,1.1130328261803086,-45.38371276855469
5.2627,1.1930351856541854,-45.48529052734375
5.2627,1.2730375451280618,-45.53802490234375
5.2627,1.3520398751085152,-45.48654174804688
5.2627,1.4320422345823915,-45.43326568603516
5.2627,1.5110445645628447,-25.923095703125
5.2627,1.5910469240367215,-18.285091400146484
5.2627,1.6700492540171747,-15.525894165039062
5.2627,1.750051613491051,-13.55551528930664
5.2627,1.8290539434715043,-12.7374267578125
5.2627,1.909056302945381,-12.04318618774414
5.2627,1.9880586329258343,-11.528308868408203
5.2627,2.0680609923997113,-11.699323654174805
5.2627,2.147063322380164,-11.086030960083008
5.2627,2.2270656818540404,-10.862798690795898
5.2627,2.306068011834494,-11.391645431518556
5.2627,2.386070371308371,-10.501222610473633
5.2627,2.466072730782247,-10.575454711914062
5.2627,2.5450750607627,-11.06903839111328
5.2627,2.6250774202365768,-10.333250045776367
5.2627,2.7040797502170304,-11.105985641479492
5.2627,2.7840821096909063,-11.064542770385742
5.2627,2.86308443967136,-10.936214447021484
5.2627,2.9430867991452363,-10.918327331542969
5.2627,3.0220891291256895,-10.567089080810549
5.2627,3.1020914885995663,-11.104454040527344
5.2627,3.18109381858002,-11.285074234008787
5.2627,3.2610961780538963,-11.114856719970703
5.2627,3.3400985080343495,-11.219133377075195
5.2627,3.420100867508226,-11.92123794555664
5.2627,3.499103197488679,-12.434730529785156
5.2627,3.5791055569625563,-12.48333740234375
5.2627,3.6591079164364317,-12.842453002929688
5.2627,3.738110246416886,-13.270500183105469
5.2627,3.818112605890762,-14.118553161621094
5.2627,3.8971149358712154,-14.69390869140625
5.2627,3.9771172953450917,-16.074745178222656
5.2627,4.056119625325545,-17.426116943359375
5.2627,4.136121984799423,-19.75386428833008
5.2627,4.2151243147798745,-22.13140869140625
5.2627,4.295126674253751,-27.21249771118164
5.2627,4.374129004234204,-45.4471435546875
5.2627,4.454131363708081,-45.48445129394531
5.2627,4.5331336936885345,-45.42913818359375
5.2627,4.613136053162412,-45.40761566162109
5.2627,4.693138412636288,-45.28847503662109
5.2627,4.772140742616742,-45.39129638671875
5.2627,4.852143102090618,-45.46294403076172
5.2627,4.931145432071071,-45.58525085449219
5.2627,5.011147791544948,-45.552879333496094
5.2627,5.0901501215254,-45.45231628417969
5.2627,5.170152480999278,-45.43563079833984
5.2627,5.2491548109797295,-45.43754577636719
5.2627,5.329157170453607,-45.53156280517578
5.2627,5.408159500434061,-45.53041076660156
5.2627,5.488161859907938,-45.53755187988281
5.2627,5.56716418988839,-45.33733367919922
5.2627,5.647166549362267,-45.28739929199219
5.2627,5.72616887934272,-45.504791259765625
5.2627,5.806171238816597,-45.44393157958984
5.2627,5.886173598290473,-45.46443939208984
5.2627,5.965175928270926,-45.443153381347656
5.2627,6.045178287744803,-45.44356536865234
5.2627,6.124180617725256,-45.56439971923828
5.2627,6.204182977199133,-45.50045776367188
5.2627,6.283185307179586,-45.51609802246094
5.3932,0.0,-45.592681884765625
5.3932,0.08000235947387664,-45.50167846679688
5.3932,0.1590046894543298,-45.60636138916016
5.3932,0.23900704892820643,-45.55571746826172
5.3932,0.3180093789086596,-45.60302734375
5.3932,0.3980117383825363,-45.408050537109375
5.3932,0.4770140683629894,-45.517372131347656
5.3932,0.5570164278368661,-45.44159698486328
5.3932,0.6360187578173192,-45.59955596923828
5.3932,0.7160211172911958,-45.425323486328125
5.3932,0.7950234472716491,-45.370849609375
5.3932,0.8750258067455255,-45.56803894042969
5.3932,0.9540281367259787,-45.47730255126953
5.3932,1.0340304961998557,-45.55951690673828
5.3932,1.1130328261803086,-45.55358123779297
5.3932,1.1930351856541854,-45.39826965332031
5.3932,1.2730375451280618,-45.50215911865234
5.3932,1.3520398751085152,-45.519508361816406
5.3932,1.4320422345823915,-22.94741439819336
5.3932,1.5110445645628447,-16.48293685913086
5.3932,1.5910469240367215,-14.318363189697266
5.3932,1.6700492540171747,-12.651222229003906
5.3932,1.750051613491051,-11.69856071472168
5.3932,1.8290539434715043,-11.205493927001951
5.3932,1.909056302945381,-11.291961669921877
5.3932,1.9880586329258343,-10.531524658203123
5.3932,2.0680609923997113,-10.238862991333008
5.3932,2.147063322380164,-10.221050262451172
5.3932,2.2270656818540404,-10.422151565551758
5.3932,2.306068011834494,-10.36906623840332
5.3932,2.386070371308371,-10.045181274414062
5.3932,2.466072730782247,-9.81668472290039
5.3932,2.5450750607627,-9.772314071655272
5.3932,2.6250774202365768,-10.14409065246582
5.3932,2.7040797502170304,-9.693363189697266
5.3932,2.7840821096909063,-10.129312515258787
5.3932,2.86308443967136,-9.966407775878906
5.3932,2.9430867991452363,-10.21293830871582
5.3932,3.0220891291256895,-10.36575698852539
5.3932,3.1020914885995663,-9.773658752441406
5.3932,3.18109381858002,-9.93210792541504
5.3932,3.2610961780538963,-10.127862930297852
5.3932,3.3400985080343495,-10.29312515258789
5.3932,3.420100867508226,-10.520124435424805
5.3932,3.499103197488679,-11.193603515625
